Time;Longitude;Latitude;Speed(km/h);UC-ID;RNC-ID;C-ID;Frequency;RRC State;MCC;MNC;LAC;Rx Power(W);Tx Power(W);SIR;BLER(W);SF(Downlink);SF(Uplink);Best PSC(W);Best EcIo(W);Best RSCP(W);Combined EcIo(W);Top 1 PSC;Top 1 EcIo;Top 2 PSC;Top 2 EcIo;Top 3 PSC;Top 3 EcIo;Top 4 PSC;Top 4 EcIo;CQI;System Type;Success Rate;BLER(HARQ);Retrans Rate;No. of Codes;Phy Layer Throughput(Requested);Phy Layer Throughput(Served);Phy Layer Throughput(Scheduled);RLC Layer Throughput;MAC-hs Layer Throughput;RLC Layer(AM) UL TP;RLC Layer(AM) DL TP;Call Event;Rx APP Throughput;Tx APP Throughput;Rx TCP/UDP Throughput;Tx TCP/UDP Throughput;Rx IP Throughput;Tx IP Throughput;Rx PPP Throughput;Tx PPP Throughput
 08/16/2010 10:52:04.376;10.1846;36.81913;1;;;;2162.6;;;;;-80.08;;;;;;489;-8.72;-89.06;-10.8;489;-15.75;489;-18.02;489;-18.8;489;-22.3;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:05.517;10.1846;36.81913;0;;;;2162.6;;;;;-79.67;;;;;;;;;-11.61;489;-17.79;489;-18.64;489;-19.5;489;-20.61;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:06.523;10.18461;36.81914;0;7274659;111;163;2162.6;;605;1;;-80.5;;;0;;;93;-7.23;-87.65;-5.06;93;-9.53;93;-9.75;93;-12.68;93;-16.16;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:07.569;10.18461;36.81914;0;7274659;111;163;2162.6;;605;1;;-81.83;;;;;;93;-8.5;-88.42;-12.21;93;-18.19;93;-19.49;93;-20.12;93;-21.65;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:08.634;10.18462;36.81915;0;7274659;111;163;2162.6;;605;1;;-79.92;;;;;;93;-5.75;-85.67;-4.18;93;-8.46;93;-8.55;93;-14.28;93;-17.46;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:09.697;10.18463;36.81915;1;7274659;111;163;2167.6;;605;1;;-79;;;;;;93;-6.38;-86.3;-4.59;93;-8.26;93;-10.52;93;-11.49;93;-19.23;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:10.708;10.18463;36.81914;2;7274659;111;163;2162.6;;605;1;;-81;;;;;;93;-9.4;-87.48;-10.02;93;-15.17;93;-16.14;93;-19.29;93;-20.98;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:11.718;10.18463;36.81913;3;7274659;111;163;2167.6;;605;1;;-81.67;;;;;;;;;-10.56;93;-15.81;93;-16.8;93;-17.03;93;-23.73;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:12.861;10.18462;36.81912;3;7274659;111;163;2162.6;;605;1;;-81.17;;;;;;93;-5.86;-86.19;-6.67;93;-11.79;93;-12.5;93;-13.75;93;-19.02;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:13.863;10.18462;36.81911;2;7274659;111;163;2162.6;;605;1;;-80.42;;;;;;93;-8.29;-88.62;-7.42;93;-11.77;93;-12.34;93;-13.08;93;-24.84;;WCDMA;;;;;;;;0;;;;Attempt;;;;;;;;
 08/16/2010 10:52:14.864;10.18461;36.81911;1;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-82;1.86;9.57;;256;256;93;-7.24;-88.42;-12.56;93;-14.14;93;-19.06;93;-24.33;93;-31.04;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:15.868;10.18461;36.8191;4;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-79.67;-0.99;9.08;;256;256;93;-5.93;-86.55;-4.77;489;-10.12;93;-11.07;489;-11.59;93;-12.44;;WCDMA;;;;;;;;2.59;;;;;;;;;;;;
 08/16/2010 10:52:16.881;10.1846;36.81908;4;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-81.42;-3.1;9.08;0;256;256;489;-5.59;-86.14;-5.51;93;-10.19;93;-10.93;489;-12.87;489;-14.89;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:17.886;10.18459;36.81907;3;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-81.17;-8.95;9.09;0;256;256;489;-5.92;-87.19;-3.55;489;-8.19;489;-9.91;93;-11.15;93;-13.64;;HSUPA;;;;;;;;1.73;;;;;;;;;;;;
 08/16/2010 10:52:19.309;10.18458;36.81906;3;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-82.58;-1.92;8.58;;256;256;489;-5.84;-87.62;-3.7;93;-11.11;93;-11.26;93;-11.66;489;-12.25;15;HSUPA;0;0;0;;1651.71;0;0;1.73;0;1.73;2.83;;;;;;;;;
 08/16/2010 10:52:20.309;10.18458;36.81906;2;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-81.25;5.7;7.38;0;256;256;93;-4.84;-86.26;-5.04;489;-11.33;489;-13.93;488;-15.14;93;-15.98;14;HSUPA;0;0;0;;1566.4;0;0;5.22;0;5.22;4.85;;;;;;;;;
 08/16/2010 10:52:21.314;10.18457;36.81905;4;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-81;4.82;7.07;;256;256;93;-5.65;-85.9;-3.77;93;-8.89;93;-11.78;93;-12.46;488;-14.02;15;HSUPA;4;0;0;3.25;1841.05;27.02;675.63;7.22;27.02;7.22;8.06;;;;;;;;;
 08/16/2010 10:52:22.325;10.18456;36.81903;7;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-82.42;7.68;8.72;0;256;256;489;-5.16;-86.52;-4.59;93;-7.22;489;-12.6;489;-15.87;489;-16.41;18;HSUPA;5;20;25;3.8;2451.61;53.44;1068.7;27.55;36.84;27.55;34.94;;6.38;19.92;8.7;19.18;10.09;21.26;10.47;21.83
 08/16/2010 10:52:23.325;10.18455;36.81901;9;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-81.75;6.44;7.53;;256;256;93;-6.2;-86.14;-4.01;489;-10.48;489;-10.83;93;-12.07;93;-12.76;14;HSUPA;5;0;0;3.8;1551.06;47.01;940.3;26.9;47.01;26.9;28.56;;11.91;21.7;13.03;29.85;14.15;31.29;14.43;31.65
 08/16/2010 10:52:24.328;10.18454;36.81898;10;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-79.5;6.74;6.99;;256;256;93;-4.82;-84.6;-3.48;489;-9.76;489;-11.98;489;-12.57;489;-13.16;15;HSUPA;1;0;0;2;1718.96;3.43;343;30.1;3.43;30.1;19.01;;20.21;17.03;21.17;13.43;22.13;14.23;22.43;14.43
 08/16/2010 10:52:25.338;10.18455;36.81896;8;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-78.17;8.1;10.92;0;256;256;489;-6.29;-87.03;-6.12;489;-11.33;489;-12.98;489;-15.17;489;-15.85;13;HSUPA;3;0;0;1;1240.61;10.29;343;17.7;10.29;17.7;18.86;Success;0;0;4.74;3.32;5.2;4.46;5.31;4.75
 08/16/2010 10:52:26.347;10.18456;36.81894;11;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-82.5;7.96;7.89;;256;256;93;-6.06;-85.97;-4.2;489;-8.61;489;-10.79;93;-13.99;489;-14.55;14;HSUPA;0;0;0;;1588.18;0;0;177.46;0;177.46;7.97;;;;;;;;;
 08/16/2010 10:52:27.352;10.18457;36.81891;12;7274659;111;163;2162.6;CELL_DCH;605;1;10011;-83.33;8.4;9.42;0;256;256;489;-5.64;-88.91;-4.65;489;-11.22;93;-12.29;489;-14.06;93;-15.34;11;HSUPA;0;0;0;;983.28;0;0;13.47;0;13.47;2.26;;;;;;;;;
 08/16/2010 10:52:28.372;10.1846;36.81888;14;7274659;111;163;2162.6;Disconnected;605;1;10011;-83;10.08;9.42;;256;256;489;-7.87;-91.41;-20.25;93;-25.29;93;-27.09;93;-28.26;93;-28.95;13;WCDMA;0;0;0;;1357.61;0;0;1.15;0;1.15;1.44;;;;;;;;;
 08/16/2010 10:52:29.519;10.18462;36.81885;14;7274659;111;163;2162.6;Disconnected;605;1;10011;-82.58;;9.42;;256;256;93;-8.86;-91.28;-10.71;93;-15.63;93;-16.16;93;-17.9;93;-20.75;13;WCDMA;0;0;0;;1357.61;0;0;0;0;;;;;;;;;;;
 08/16/2010 10:52:30.564;10.18465;36.81882;15;7275178;111;682;2162.6;Disconnected;605;1;10011;-82;;9.42;0;256;256;;;;-9.2;489;-15.7;489;-16.52;489;-17.02;489;-17.33;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:32.082;10.18468;36.81879;15;7275178;111;682;2162.6;Disconnected;605;1;10011;;;9.42;;256;256;;;;-9.2;;;;;;;;;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:33.088;10.18473;36.81873;12;7275178;111;682;2162.6;Disconnected;605;1;10011;-84.33;;;100;;256;489;-6.95;-88.54;-8.01;489;-14.3;489;-14.42;489;-16;489;-18.72;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:34.202;10.18474;36.8187;10;7275178;111;682;2167.6;Disconnected;605;1;10011;-81.5;;;;;;489;-10.15;-91.73;-9.37;489;-15.06;489;-16.3;489;-16.68;489;-18.45;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:35.271;10.18476;36.81868;10;7275178;111;682;2167.6;Disconnected;605;1;10011;-80.67;;;;;;489;-5.39;-84.89;-4.3;489;-8.22;489;-8.44;489;-15.34;489;-19.13;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:36.300;10.18479;36.81867;10;7275178;111;682;2162.6;Disconnected;605;1;10011;-84;;;;;;;;;-9.25;489;-14.03;489;-15.67;489;-17.14;489;-18.9;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:37.519;10.18483;36.81866;11;7275178;111;682;2162.6;Disconnected;605;1;10011;-82.75;;;;;;489;-6.5;-89.25;-6.92;489;-11.22;489;-11.44;489;-16.4;489;-19.4;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:38.766;10.18486;36.81866;11;7275178;111;682;2162.6;Disconnected;605;1;10011;-81.08;;;;;;489;-8.34;-91.09;-6.37;489;-10.35;489;-11.2;489;-16.16;489;-16.67;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:39.863;10.18494;36.81868;13;7275178;111;682;2167.6;Disconnected;605;1;10011;-83.08;;;;;;489;-5.75;-89.75;-4.61;489;-8.91;489;-10.07;489;-10.71;489;-17.76;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:41.075;10.18498;36.81869;15;7275178;111;682;2162.6;Disconnected;605;1;10011;-85.42;;;;;;489;-4.15;-88.15;-9.3;489;-12.01;489;-12.62;;;;;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:42.203;10.18502;36.8187;14;7275178;111;682;2162.6;Disconnected;605;1;10011;-81.25;;;;;;489;-5.81;-90.64;-4.86;489;-7.55;489;-8.22;;;;;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:43.215;10.18507;36.8187;14;7275178;111;682;2162.6;Connecting;605;1;10011;-80.92;;;;;;489;-3.8;-85.39;-4.9;489;-4.9;;;;;;;;WCDMA;;;;;;;;0;;;;Attempt;;;;;;;;
 08/16/2010 10:52:44.218;10.1851;36.81871;12;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-84.08;-5.61;8.45;;256;256;489;-3.93;-85.34;-7.2;489;-9.92;489;-11.49;489;-19.03;489;-24.66;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/16/2010 10:52:45.235;10.1851;36.81865;12;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-82.17;-5.99;9.36;;256;256;489;-3.36;-86.4;-8.6;489;-10.45;489;-13.33;489;-28.51;;;;WCDMA;;;;;;;;2.16;;;;;;;;;;;;
 08/16/2010 10:52:46.252;10.18513;36.81864;12;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-77.42;0.38;10.37;0;256;256;489;-3.82;-86.32;-3.2;489;-6.54;489;-8.16;489;-12.38;489;-15.79;;HSUPA;;;;;;;;0.43;;0.43;;;;;;;;;;
 08/16/2010 10:52:47.253;10.18517;36.81864;14;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-85.08;2.77;8.07;;256;256;489;-5.16;-88.68;-5.72;489;-8.79;489;-11.91;489;-13.11;489;-16.69;15;HSUPA;0;0;0;;1804.17;0;0;5.07;0;5.07;6.29;;;;;;;;;
 08/16/2010 10:52:48.253;10.1852;36.81862;14;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-80.67;1.57;8.48;0;256;256;489;-4.3;-87.04;-3.25;489;-6.23;489;-6.94;489;-16.5;489;-20.7;17;HSUPA;0;0;0;;2130.68;0;0;2.18;0;2.18;1.25;;;;;;;;;
 08/16/2010 10:52:49.255;10.18524;36.8186;15;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-77.92;2.08;7.46;;256;256;489;-5.85;-86.77;-2.64;489;-5.14;489;-9.32;489;-11.05;489;-14.11;15;HSUPA;0;0;0;;1642.79;0;0;0.29;0;0.29;0.58;;;;;;;;;
 08/16/2010 10:52:50.258;10.18527;36.81857;15;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-82.08;1.57;7.02;0;256;256;489;-4.88;-85.32;-5.35;489;-8.16;489;-11.28;489;-13.36;489;-18.4;16;HSUPA;7;42.86;100;1;1921.6;30.71;438.71;6.19;17.07;6.19;4.27;;0;0;8;1.82;8.94;5.57;9.22;6.04
 08/16/2010 10:52:51.259;10.1853;36.81854;18;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-82.25;3.6;6.71;;256;256;489;-5.62;-86.39;-2.56;489;-7.16;219;-9.74;219;-11.6;219;-12.48;16;HSUPA;0;0;0;;1869.65;0;0;2.1;0;2.1;3.12;;0;0;0;0;0.48;0.48;0.52;0.52
 08/16/2010 10:52:52.271;10.18534;36.8185;19;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-82;3.34;7.52;0;256;256;219;-6.08;-87.52;-3.03;489;-7.98;219;-9.98;219;-10.73;489;-11.31;15;HSUPA;2;0;0;1;1734;6.86;343;6.9;6.86;6.9;5.9;;0;0;0;2.46;0.48;3.1;0.52;3.18
 08/16/2010 10:52:53.272;10.18537;36.81846;21;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-82;3.87;11.77;0;256;256;219;-5.29;-86.67;-3.01;219;-8.05;219;-9.57;219;-10.13;219;-13.8;16;HSUPA;2;0;0;2;2037.38;6.86;343;2.69;6.86;2.69;3.46;;0;0;0;1.38;0.48;2.18;0.52;2.3
 08/16/2010 10:52:54.279;10.18541;36.81843;21;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-81.92;3.12;11.52;;256;256;219;-4.83;-85.62;-3.1;219;-8.88;219;-10.38;219;-10.95;219;-13.37;16;HSUPA;1;0;0;2;2055.42;3.43;343;0.86;3.43;0.86;2.4;;0;0;0;0;0;0.48;0;0.52
 08/16/2010 10:52:55.282;10.18545;36.81839;21;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-81.08;0.85;8.99;0;256;256;219;-5.25;-86.43;-7.37;219;-11.61;219;-14.14;219;-18.88;219;-18.96;14;HSUPA;48;29.17;35.29;5.25;1579.16;691.01;1439.6;6.46;431.01;6.46;4.7;;0;0;11.86;1.47;13.3;2.27;13.55;2.39
 08/16/2010 10:52:56.293;10.18549;36.81835;20;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-82.92;4.45;10.95;;256;256;219;-6.76;-84.93;-3.14;219;-9.66;219;-10.32;219;-11.87;219;-12.08;16;HSUPA;36;22.22;32.14;5.69;2066.89;681.31;1892.53;717.95;485.4;717.95;29.23;;0;0;876.68;6.88;890.28;13.76;896.74;15.49
 08/16/2010 10:52:57.298;10.18553;36.81832;19;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-75.83;-9.5;12.61;0;256;256;219;-4.34;-83.89;-2.2;219;-5.98;219;-6.09;219;-15.74;219;-15.96;18;HSUPA;1;0;0;2;2637.75;3.43;343;346.37;3.43;346.37;11.42;;0;0;112.06;1.44;114.14;3.36;115.26;3.76
 08/16/2010 10:52:58.298;10.18556;36.81829;16;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-80.08;-2.96;12.36;;256;256;219;-3.92;-76.85;-6.47;219;-12.85;219;-15.53;219;-15.54;219;-16.08;17;HSUPA;1;0;0;2;2225.39;3.43;343;2.4;3.43;2.4;1.15;;0;0;0;0;0.48;0.48;0.52;0.52
 08/16/2010 10:52:59.328;10.18559;36.81826;13;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-78.33;-4.93;11.4;0;256;256;219;-3.59;-82.91;-2.97;219;-8.28;219;-8.46;219;-11.67;219;-11.78;16;HSUPA;1;0;0;2;1986.85;3.43;343;1.97;3.43;1.97;1.01;;0;0;0;0;0.48;0.48;0.52;0.52
 08/16/2010 10:53:00.338;10.18562;36.81824;10;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-80.33;0.47;9.2;;256;256;219;-5.61;-83.87;-7.07;219;-12.56;219;-15.45;219;-16.08;219;-16.48;14;HSUPA;8;12.5;0;2.75;1588.81;40.68;508.5;1.97;37.25;1.97;1.68;;0;0;1.15;2.23;1.95;3.35;2.07;3.55
 08/16/2010 10:53:01.347;10.18564;36.81822;10;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-78.33;-1.4;9.18;0;256;256;219;-6.28;-83.69;-2.88;219;-9.52;92;-11.17;219;-11.23;92;-11.8;12;HSDPA;7;14.29;16.67;2.43;1242.89;37.17;531.07;94.96;33.74;94.96;14.59;;0;0;93.02;4.98;96.22;7.86;97.61;8.51
 08/16/2010 10:53:02.352;10.18567;36.81821;11;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-75.33;-0.77;7.76;;256;256;219;-6.37;-83.67;-5.37;92;-12.75;219;-12.85;219;-13.65;93;-14.7;11;HSUPA;100;24;32.89;4.3;791.28;851.08;851.08;38.18;629.43;38.18;11.33;;0;0;96.93;3.01;99.97;5.25;101.47;5.73
 08/16/2010 10:53:03.353;10.1857;36.8182;10;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-74.75;0.06;9.98;0;256;256;92;-6.46;-82.34;-3.36;219;-9.23;92;-10.1;219;-10.56;93;-11.77;13;HSUPA;96;12.5;14.29;4.94;1264.18;1218.15;1268.91;474.29;1045.06;474.29;21.84;;0;0;682.68;5.27;693.39;11.03;697.81;12.41
 08/16/2010 10:53:04.359;10.18575;36.81821;14;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-75.33;-4.06;10.78;0;256;256;219;-3.99;-79.86;-6.14;219;-10.21;219;-14.58;93;-14.76;92;-15.94;8;WCDMA;48;29.17;38.24;1.98;490.83;178.04;370.92;595.34;123.32;595.34;23.28;;0;0;259.57;4.3;264.69;7.82;267.08;8.63
 08/16/2010 10:53:05.362;10.18579;36.81822;15;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-79.08;-2.26;10.02;0;256;256;219;-4.19;-79.83;-3.01;219;-8.87;219;-9.95;92;-10.08;92;-11.92;13;HSUPA;0;0;0;;1341.63;0;0;116.67;0;116.67;11.52;;0;0;265.09;3.81;270.21;7.82;271.59;8.74
 08/16/2010 10:53:06.375;10.18583;36.81825;19;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-79.42;0.54;10.59;;256;256;92;-4.23;-84.25;-3.77;219;-8.07;92;-12.24;219;-12.53;92;-13.22;11;HSUPA;3;33.33;50;2;890.78;10.29;343;1.73;6.86;1.73;80.69;;0;0;0.16;37.85;0.8;61.99;0.88;68.1
 08/16/2010 10:53:07.391;10.18589;36.81828;19;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-80.17;0.68;11.91;0;256;256;219;-5.43;-84.48;-2.34;92;-7.98;92;-11.02;219;-11.33;92;-11.97;13;HSUPA;1;100;0;2;1309.13;3.43;343;0.72;0;0.72;2.69;;0;0;0;0;0;0.48;0;0.52
 08/16/2010 10:53:08.400;10.18594;36.81831;18;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-75;-0.06;11.75;;256;256;92;-5.16;-82.28;-2.48;219;-8.03;92;-9.41;219;-12.31;93;-12.56;15;HSUPA;2;0;0;2;1658.92;6.86;343;2.02;6.86;2.02;70.9;;0;0;0;2.3;0;4.22;0;4.63
 08/16/2010 10:53:09.403;10.18598;36.81834;17;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-76.25;-6.18;11.97;0;256;256;219;-4.98;-82.9;-2.67;219;-7.52;219;-8.39;92;-12.25;92;-13.48;17;HSUPA;3;0;0;2;2295.66;10.29;343;12.75;10.29;12.75;4.37;;0;0;0.32;36.35;3.17;59.55;3.45;65.42
 08/16/2010 10:53:10.403;10.18602;36.81837;17;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-79;-5.59;11.44;;256;256;219;-4.29;-78.89;-4.65;219;-10.53;93;-12.82;92;-13.54;92;-13.68;15;HSUPA;2;50;100;2;1658.38;6.86;343;3.94;3.43;3.94;2.02;;0;0;0.32;0.51;1.12;1.31;1.24;1.44
 08/16/2010 10:53:11.416;10.18606;36.81839;15;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-74.92;-2.87;9.78;;256;256;219;-4.92;-83.62;-3.3;92;-9.31;92;-9.85;219;-13.52;92;-13.52;14;WCDMA;4;50;100;2;1438.39;13.72;343;1.97;6.86;1.97;1.68;;0;0;0;0;0.48;0.48;0.52;0.52
 08/16/2010 10:53:12.451;10.18611;36.81841;17;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-78.92;-1.81;10.72;;256;256;92;-4.84;-80.75;-0.52;92;-7.79;92;-9.06;92;-9.09;92;-9.38;12;HSUPA;2;50;100;2;1013.24;6.86;343;4.37;3.43;4.37;1.97;;0;0;0;0.51;0.48;1.31;0.52;1.44
 08/16/2010 10:53:13.453;10.18615;36.81844;17;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-72.25;-4.51;9.88;0;256;256;92;-3.99;-80.58;-1.98;92;-6.7;92;-7.2;219;-11.37;92;-12.08;19;HSUPA;1;0;0;2;2659.32;3.43;343;1.52;3.43;1.52;1.58;;0;0;0;0;0.48;0.48;0.52;0.52
 08/16/2010 10:53:14.454;10.1862;36.81846;19;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-77.25;-3.12;9.11;;256;256;92;-3.7;-79.69;-2.77;92;-10.83;92;-11.63;92;-11.7;219;-11.95;16;HSUPA;3;33.33;50;2;2058.06;10.29;343;5.01;6.86;5.01;12.62;;0;0;0;15.86;0.48;26.25;0.52;28.81
 08/16/2010 10:53:15.476;10.18625;36.81849;22;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-79.5;-3.26;11.23;0;256;256;92;-4.95;-81.96;-3.69;92;-10.13;219;-12.71;92;-13.05;92;-13.22;16;HSDPA;1;0;0;2;1831.02;3.43;343;19.89;3.43;19.89;123.89;;0;0;1.02;62.38;3.55;101.58;3.96;112.42
 08/16/2010 10:53:16.496;10.18631;36.81852;21;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-76.67;-2.86;8.99;;256;256;92;-4.86;-79.68;-3.02;92;-10.77;92;-11.16;93;-11.35;92;-11.95;18;HSDPA;0;0;0;;2425.25;0;0;8.08;0;8.08;3.84;;0;0;0.16;0.77;1.25;1.73;1.37;1.89
 08/16/2010 10:53:17.502;10.18636;36.81855;20;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-75.5;-2.54;9.58;0;256;256;92;-3.87;-79.68;-2.76;93;-9.31;219;-11.09;93;-11.12;92;-11.28;16;WCDMA;3;33.33;50;2;1856.84;10.29;343;2.62;6.86;2.62;1.01;;0;0;0.16;0;0.8;0.48;0.88;0.52
 08/16/2010 10:53:18.503;10.18641;36.81858;18;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-69.92;-2.71;9.83;;256;256;92;-5.25;-80.12;-2.56;92;-8.84;219;-11.12;92;-11.72;93;-12.31;15;HSUPA;0;0;0;;1794.1;0;0;9.18;0;9.18;56.11;;0;0;0;37.16;1.57;60.86;1.69;66.86
 08/16/2010 10:53:19.523;10.18646;36.8186;16;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-73;-3.46;10.33;;256;256;92;-3.74;-77.93;-1.77;92;-7.55;92;-7.96;92;-10.2;93;-11.49;13;HSUPA;0;0;0;;1224.05;0;0;3.28;0;3.28;1.01;;0;0;0;0.26;0.48;0.9;0.52;0.98
 08/16/2010 10:53:20.565;10.18651;36.81862;14;7275178;111;682;2162.6;CELL_DCH;605;1;10011;;;10.33;;256;;92;-3.74;;-1.77;;;;;;;;;13;WCDMA;0;0;0;;1224.05;0;0;1.97;0;;;;0;0;0;0;0.48;0.48;0.52;0.53
 08/16/2010 10:53:21.571;10.18655;36.81862;12;7275178;111;682;2162.6;CELL_DCH;605;1;10011;;;10.33;;256;;92;-3.74;;-1.77;;;;;;;;;;WCDMA;;;;;;;;0;;;;;0;0;0;1.02;0;1.66;0;1.82
 08/16/2010 10:53:22.572;10.1866;36.81862;8;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-75;-4.6;8.08;0;256;256;219;-3.33;-75.87;-2.79;219;-7.5;219;-9.99;92;-11.56;92;-13.99;14;HSUPA;0;0;0;;1414.4;0;0;0;0;;;;0;0;0.16;0.67;0.56;1.39;0.62;1.54
 08/16/2010 10:53:23.579;10.18662;36.81862;4;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-75.58;-7.3;10.65;;256;256;219;-4.55;-80.39;-3.47;219;-8.83;92;-9.44;92;-11.9;219;-12.26;17;HSUPA;7;14.29;16.67;2;2122.33;24.01;343;21.76;20.58;21.76;135.02;;0;0;0.48;75.09;3.71;122.57;4.1;134.66
 08/16/2010 10:53:24.579;10.18662;36.81863;1;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-74.33;-6.66;10.22;0;256;256;219;-6.2;-82.73;-4.63;219;-10.09;92;-10.29;92;-13.57;93;-13.9;13;HSUPA;1;0;0;2;1322.01;3.43;343;10.78;3.43;10.78;5.47;;0;0;0.48;1.28;1.44;2.56;1.61;2.81
 08/16/2010 10:53:25.596;10.18663;36.81863;0;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-75.17;-7.2;10.98;;256;256;219;-4.16;-79.24;-4.13;219;-6.48;92;-12.64;219;-14.18;92;-16.26;15;HSUPA;2;0;0;2;1831.92;6.86;343;9.97;6.86;9.97;4.99;;0;0;0.48;0.77;1.44;1.73;1.61;1.9
 08/16/2010 10:53:26.602;10.18663;36.81863;0;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-73.67;-3.96;12.58;0;256;256;219;-3.89;-77.38;-3.33;219;-5.61;220;-13.73;219;-14.52;219;-14.8;17;HSUPA;1;0;0;2;2335.52;3.43;343;9.66;3.43;9.66;41.76;;0;0;0.16;37.12;2.78;60.8;3.03;66.79
 08/16/2010 10:53:27.615;10.18663;36.81864;0;7275178;111;682;2162.6;CELL_DCH;605;1;10011;-74;-6.05;10.6;;256;256;219;-3.23;-77.48;-5.48;219;-6.85;219;-16.45;219;-17.22;219;-17.7;17;HSUPA;0;0;0;;2199.78;0;0;9.9;0;9.9;5.95;;0;0;0;1.03;0.48;2.15;0.52;2.36
