Time;Longitude;Latitude;Speed(km/h);UC-ID;RNC-ID;C-ID;Frequency;RRC State;MCC;MNC;LAC;Rx Power(W);Tx Power(W);SIR;BLER(W);SF(Downlink);SF(Uplink);Best PSC(W);RxQual;RxLev;Combined EcIo(W);Top 1 PSC;Top 1 EcIo;Top 2 PSC;Top 2 EcIo;Top 3 PSC;Top 3 EcIo;Top 4 PSC;Top 4 EcIo;CQI;System Type;Success Rate;BLER(HARQ);Retrans Rate;No. of Codes;Phy Layer Throughput(Requested);Phy Layer Throughput(Served);Phy Layer Throughput(Scheduled);RLC Layer Throughput;MAC-hs Layer Throughput;RLC Layer(AM) UL TP;RLC Layer(AM) DL TP;Call Event;Rx APP Throughput;Tx APP Throughput;Rx TCP/UDP Throughput;Tx TCP/UDP Throughput;Rx IP Throughput;Tx IP Throughput;Rx PPP Throughput;Tx PPP Throughput
 08/11/2010 11:08:06.797;10.207;36.82899;79;;;;;;;;;-58.92;;;;;;19;-4.17;-63;-6.79;19;-10.95;19;-12.01;19;-13.43;19;-23.99;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 11:08:07.798;10.20722;36.82908;78;;;;;;;;;-56.75;;;;;;19;-2.87;-61.7;-2.73;19;-5.51;19;-5.98;;;;;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 11:08:08.799;10.20743;36.82917;77;;;;;;;;;-55.33;;;;;;19;-4.04;-61.54;-3.8;19;-6.53;19;-7.11;;;;;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 11:08:09.863;10.20764;36.82926;75;;;;;;;;;-61.42;;;;;;19;-2.18;-63.1;-3.02;19;-5.8;19;-6.26;;;;;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 11:08:10.865;10.20784;36.82935;74;;;;;;;;;-56.25;;;;;;19;-3.12;-64.04;-2.56;19;-5.3;19;-5.86;;;;;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 11:08:11.866;10.20804;36.82944;73;;;;;;;;;-52.5;;;;;;19;-3.81;-64.73;-4.94;19;-7.66;19;-8.27;;;;;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 11:08:12.906;10.20844;36.82961;72;;;;;;;;;-60.92;;;;;;19;-2.9;-63.82;-3.33;19;-6.07;19;-6.64;;;;;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 11:08:13.998;10.20863;36.82969;71;;;;;;;;;-65.08;;;;;;19;-3.31;-64.73;-5.36;19;-5.36;;;;;;;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 11:08:15.000;10.20882;36.82977;70;;;;2162.6;;;;;-68;;;;;;19;-8.43;-73.1;-7.8;19;-10.36;19;-11.31;;;;;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 11:08:16.000;10.20898;36.82984;64;;;;2162.6;;;;;-66.58;;;;;;19;-7.14;-71.8;-9.43;19;-12.21;19;-12.68;;;;;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 11:08:17.016;10.20914;36.82991;58;;;;2162.6;CELL_DCH;605;1;10011;-62.83;-22.04;-11.88;;128;256;19;-3.58;-68.5;-5.8;19;-7.63;19;-10.43;;;;;;WCDMA;;;;;;;;0;;;;Attempt;;;;;;;;
 08/11/2010 11:08:18.018;10.20927;36.82997;52;;;;2162.6;CELL_DCH;605;1;10011;-68.17;-21.55;9.18;;256;256;19;-3.4;-68.91;-6.12;91;-9.32;19;-12.46;19;-13.83;19;-17.7;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 11:08:19.021;10.2094;36.83003;49;;;;2162.6;CELL_DCH;605;1;10011;-67.67;-19.16;9.35;0;256;256;19;-4.81;-74.01;-4.25;19;-7.72;19;-10.91;91;-11.62;19;-13.92;;WCDMA;;;;;;;;0;;;0.86;;;;;;;;;
 08/11/2010 11:08:20.032;10.20952;36.83008;46;;;;2162.6;CELL_DCH;605;1;10011;-61.83;-20.25;11.08;0;256;256;19;-3.35;-68.76;-0.72;19;-4.01;19;-5.63;91;-10.57;19;-14.25;20;HSUPA;0;0;0;;3238.58;0;0;1.3;0;1.3;0.58;;;;;;;;;
 08/11/2010 11:08:21.036;10.20963;36.83013;42;;;;2162.6;CELL_DCH;605;1;10011;-65.5;-11.98;8.82;;256;256;19;-3.87;-67.94;-2.13;19;-9;19;-9.12;19;-9.25;19;-11.31;18;HSUPA;0;0;0;;2491;0;0;5.09;0;5.09;6.38;;;;;;;;;
 08/11/2010 11:08:22.037;10.20973;36.83018;40;;;;2162.6;CELL_DCH;605;1;10011;-65.92;-18.56;11.46;0;256;256;19;-2.1;-65;-1.54;91;-6.54;19;-6.79;19;-9.85;19;-11.05;20;HSUPA;0;0;0;;3066.93;0;0;3.04;0;3.04;1.39;;;;;;;;;
 08/11/2010 11:08:23.038;10.20984;36.83024;40;;;;2162.6;CELL_DCH;605;1;10011;-63.67;-18.85;9.66;;256;256;19;-2.81;-68.38;-1.25;19;-5.64;19;-5.82;19;-11.25;19;-13.01;20;HSUPA;0;0;0;;3072.83;0;0;6.62;0;6.62;2.93;;0;0;1.55;0.32;2.21;0.98;2.31;1.08
 08/11/2010 11:08:24.058;10.20994;36.83031;41;;;;2162.6;CELL_DCH;605;1;10011;-57.92;-18.53;10.28;0;256;256;19;-2.66;-66.85;-3.28;19;-6.46;19;-7.72;19;-15;19;-17.41;21;HSUPA;0;0;0;;3391.74;0;0;3.28;0;3.28;2.69;;0;0;0;1.13;0.48;1.77;0.54;1.86
 08/11/2010 11:08:25.058;10.21003;36.83037;41;;;;2162.6;CELL_DCH;605;1;10011;-59.25;-15.69;10.69;;256;256;19;-2.76;-61.95;-5.49;19;-6.74;19;-13.73;19;-16.91;19;-23.34;20;HSUPA;0;0;0;;3098.38;0;0;3.28;0;3.28;4.03;;0;0;0;2.46;0.48;3.1;0.53;3.19
 08/11/2010 11:08:26.079;10.21013;36.83045;42;;;;2162.6;CELL_DCH;605;1;10011;-62.58;-20.06;10.29;;256;256;19;-3.01;-61.21;-1.48;19;-4.09;19;-6.83;19;-13.54;19;-15.22;20;HSUPA;0;0;0;;3232.38;0;0;1.97;0;1.97;1.01;;0;0;0;0;0.48;0.48;0.54;0.53
 08/11/2010 11:08:27.096;10.21021;36.83052;41;;;;2162.6;CELL_DCH;605;1;10011;-69.5;-11.18;9.72;;256;256;19;-2.96;-69.68;-1.77;19;-5.75;19;-8.29;19;-8.78;19;-9.88;19;HSUPA;0;0;0;;2920.66;0;0;3.28;0;3.28;2.69;;0;0;0;1.13;0.48;1.77;0.53;1.86
 08/11/2010 11:08:28.096;10.2103;36.8306;42;;;;2162.6;CELL_DCH;605;1;10011;-63.17;-13.34;9.55;;256;;19;-3.45;-71.3;-1.21;19;-5.69;19;-6;19;-9.21;19;-9.88;20;HSUPA;0;0;0;;3026.66;0;0;1.97;0;1.97;1.01;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:29.098;10.21039;36.83068;43;;;;2162.6;CELL_DCH;605;1;10011;-71.17;-14.1;10.21;;256;;19;-3.43;-67.59;-4.3;19;-8.74;19;-10.27;19;-11.36;19;-13.7;20;HSUPA;0;0;0;;3177.65;0;0;1.97;0;1.97;1.01;;0;0;0;0;0.48;0.48;0.53;0.54
 08/11/2010 11:08:30.108;10.21049;36.83076;44;;;;2162.6;CELL_DCH;605;1;10011;-59;-18.06;11.58;;256;;19;-3.54;-66.5;0.21;19;-4.04;19;-4.74;19;-6.94;19;-9.72;22;HSUPA;0;0;0;;4026.65;0;0;1.97;0;1.97;1.01;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:31.119;10.21058;36.83085;46;;;;2162.6;CELL_DCH;605;1;10011;-57.58;-18.22;11.7;;256;;19;-3.14;-62.92;-1.05;19;-3.91;19;-4.4;19;-22.83;19;-24.46;22;HSUPA;0;0;0;;4066.04;0;0;1.97;0;1.97;1.01;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:32.125;10.21069;36.83094;48;;;;2162.6;CELL_DCH;605;1;10011;-62;-12.57;9.27;;256;;19;-2.89;-64.92;-1.95;19;-4.77;19;-5.39;19;-21.52;19;-24.66;21;HSUPA;0;0;0;;3496.06;0;0;1.97;0;1.97;0.67;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:33.127;10.21079;36.83103;50;;;;2162.6;CELL_DCH;605;1;10011;-64.5;-5.53;8.01;0;256;256;19;-4.61;-72.93;-5.58;19;-6.81;19;-12.78;19;-23.14;19;-24.98;19;HSUPA;0;0;0;;2932.91;0;0;1.97;0;1.97;1.01;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:34.127;10.21089;36.83113;50;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-70.5;-7.44;8.01;;256;256;91;-3.76;-68.84;-7.21;91;-8.94;91;-12.04;;;;;19;WCDMA;0;0;0;;2932.91;0;0;0.29;0;;;;0;0;0;0;0;0.48;0;0.53
 08/11/2010 11:08:35.138;10.21099;36.83122;49;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-70.92;-3;8.01;;256;64;91;-3.43;-72.68;-4.66;91;-5.55;91;-12.01;91;-32.05;;;;WCDMA;;;;;;;;0;;;2.45;;0;0;0;0;0.96;0.48;1.06;0.53
 08/11/2010 11:08:36.157;10.21109;36.83131;49;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-72.92;-3;8.01;96.36;256;64;91;-3.75;-76.8;-7.67;91;-8.42;91;-15.83;91;-29.87;;;;WCDMA;;;;;;;;3.41;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:37.158;10.21119;36.8314;48;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-72.92;-3;8.01;;256;64;91;-3.42;-75.86;-6.54;91;-7.11;91;-15.73;91;-31.35;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:38.158;10.21128;36.83148;45;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-74.17;-3;;100;;64;91;-4.36;-77.89;-7.73;91;-7.75;91;-30.75;;;;;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:39.159;10.21137;36.83156;45;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-74.67;-3;;;;64;91;-5.09;-80.11;-9.25;91;-11.28;91;-15.87;91;-17.87;91;-29.13;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:40.160;10.21146;36.83164;43;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-74.67;-3;;95;;64;91;-4.09;-78.11;-7.4;91;-10.27;91;-10.58;91;-32.88;;;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:41.165;10.21153;36.83171;35;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-75.02;-3;;;;64;91;-3.33;-78.35;-4.61;91;-7.13;91;-8.17;;;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:42.177;10.2116;36.83177;29;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-77.08;-3;;94.96;;64;91;-5.1;-81.83;-10.65;91;-12.75;91;-16.23;91;-21.13;91;-31.19;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:43.187;10.21165;36.83182;23;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-77.58;-3;;;;64;91;-4.99;-82.56;-8.37;91;-9.75;91;-14.3;91;-29.65;91;-30.89;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:44.189;10.21169;36.83185;17;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-77.43;-3;;100;;64;91;-4.65;-82.07;-8.01;91;-9.27;91;-14.26;91;-29.54;91;-29.54;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.54;0.54
 08/11/2010 11:08:45.197;10.21172;36.83188;17;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-74.33;-3;;;;64;91;-4.58;-81.58;-9.65;91;-10.78;91;-16.03;;;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.54;0.54
 08/11/2010 11:08:46.202;10.21173;36.83189;7;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-79.17;-3;;100;;64;91;-5;-83.27;-7.19;91;-8.84;91;-12.27;91;-31.19;;;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:47.213;10.21174;36.8319;2;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-78.67;-3;;;;64;91;-8.14;-87.75;-11.8;91;-12.01;91;-28.18;91;-30.1;91;-32.05;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:48.218;10.21174;36.8319;0;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-79.08;-3;;100;;64;91;-8.08;-87.71;-9.11;91;-9.2;91;-28.85;91;-31.04;91;-32.66;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:49.224;10.21174;36.8319;0;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-79.25;-3;;;;64;91;-6.72;-85.4;-7.57;91;-7.59;91;-31.04;;;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:50.237;10.21174;36.8319;0;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-78.17;-3;;100;;64;91;-4.04;-81.57;-8.73;91;-8.78;91;-30.75;91;-31.52;;;;WCDMA;;;;;;;;2.35;;;;;0;0;0;0;0.48;0.48;0.54;0.53
 08/11/2010 11:08:51.238;10.21174;36.8319;0;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-78.33;-3;;;;64;91;-8.15;-87.61;-9.63;91;-9.68;91;-29.87;;;;;;WCDMA;;;;;;;;0;;;1.68;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:52.258;10.21174;36.8319;0;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-78.92;-3;;94.97;;64;91;-7.41;-85.71;-12.07;91;-12.07;;;;;;;;WCDMA;;;;;;;;2.35;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:53.270;10.21173;36.8319;0;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-79.83;-3;;;;64;;;;-18.04;91;-19.69;91;-24.27;91;-29.13;;;;WCDMA;;;;;;;;0;;;1.68;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:54.271;10.21173;36.8319;0;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-78.92;-3;;100;;64;91;-10.67;-89.56;-5.54;385;-7.01;91;-12.35;385;-21.06;91;-21.63;;WCDMA;;;;;;;;2.02;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:55.274;10.21173;36.8319;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-78.67;-3;;1.64;;128;91;-12.34;-91.47;-7.81;385;-9.68;385;-15.82;385;-18.18;385;-21.26;;WCDMA;;;;;;;;0;;;1.49;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:56.279;10.21173;36.8319;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-81.08;-3;;;;64;385;-7.56;-87.92;-9.95;385;-10.52;385;-23.09;385;-26.37;385;-27.09;;WCDMA;;;;;;;;1.97;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:08:57.283;10.21173;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-80.83;-3;;0;;64;385;-6.31;-88.17;-6.84;91;-7.28;385;-21.3;385;-21.65;385;-26.86;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0;0.96;0;1.06
 08/11/2010 11:08:58.291;10.21173;36.83189;1;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-76.5;-3;;;;64;91;-7.13;-84.51;-14.11;91;-14.66;91;-24.02;91;-31.69;;;;WCDMA;;;;;;;;1.68;;;;;0;0;0;0;0.64;0.64;0.7;0.7
 08/11/2010 11:08:59.292;10.21173;36.8319;1;7274657;111;161;2162.6;CELL_FACH;605;1;10011;-73.83;-3;;;;64;91;-8.87;-86.98;-12.75;91;-15.39;91;-17.3;91;-23.73;91;-31.69;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0;0.53;0
 08/11/2010 11:09:00.295;10.21173;36.8319;1;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-77.25;-3;;20;;64;91;-10.04;-88.69;-9.47;385;-10.52;385;-17.1;385;-24.53;385;-29.13;;WCDMA;;;;;;;;1.68;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:01.299;10.21173;36.8319;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-81.5;-3;;;;64;385;-7.82;-87.93;-13.92;385;-17.65;385;-20.63;385;-22.74;385;-23.29;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:02.301;10.21173;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-77.58;-3;;89.26;;64;385;-8.93;-88.34;-14.88;385;-19.19;385;-19.98;385;-22.07;385;-25.1;;WCDMA;;;;;;;;1.68;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:03.315;10.21173;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-80.08;-3;;;;64;385;-7.5;-85.9;-7.28;385;-8.7;385;-14.76;385;-20.61;385;-23.09;;WCDMA;;;;;;;;0;;;1.34;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:04.316;10.21173;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-74.17;-3;;100;;64;385;-3.74;-78.59;-7.6;385;-8.38;385;-16.89;385;-22.72;385;-26.8;;WCDMA;;;;;;;;1.68;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:05.317;10.21173;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-73;-3;;;;64;385;-7.61;-79.23;-11.89;385;-12.61;385;-21.12;385;-28.68;385;-31.19;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.54
 08/11/2010 11:09:06.325;10.21173;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-72.92;-3;;95.07;;64;385;-6.63;-80.14;-11.11;385;-11.29;385;-26.42;385;-29.98;;;;WCDMA;;;;;;;;1.68;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:07.326;10.21172;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-77.83;-3;;;;64;385;-4.34;-80.47;-6.81;385;-7.27;385;-16.76;;;;;;WCDMA;;;;;;;;0;;;1.01;;0;0;0;0;0;0.96;0;1.06
 08/11/2010 11:09:08.344;10.21172;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-79.17;;;93.33;;64;385;-4.93;-83.77;-8.55;385;-9.66;385;-17.12;385;-20.07;385;-28.51;;WCDMA;;;;;;;;1.68;;;;;;;;;;;;
 08/11/2010 11:09:09.361;10.21172;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-77.33;;;;;64;385;-5.61;-83.14;-6.18;385;-8.35;385;-12.03;385;-16.28;385;-20.68;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 11:09:10.365;10.21172;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-75.92;-3;;100;;64;385;-4.88;-81.44;-9.71;385;-10.56;385;-17.19;;;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.32;0.64;0.35;0.7
 08/11/2010 11:09:11.379;10.21172;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-76.58;-3;;;;64;385;-5.83;-81.99;-7.47;385;-8.17;385;-16.38;385;-24.63;;;;WCDMA;;;;;;;;3.02;;3.02;2.02;;0;0;0;0;0.64;0.32;0.71;0.35
 08/11/2010 11:09:12.384;10.21172;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-77;-3;;88;;64;385;-5.25;-81.96;-9.85;385;-11.12;385;-16.75;385;-22.9;;;;WCDMA;;;;;;;;1.68;;;;;0;0;0;0;0.32;0.32;0.36;0.35
 08/11/2010 11:09:13.389;10.21172;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-76.17;-3;;;;64;385;-4.55;-79.6;-7.79;385;-8.46;385;-16.54;385;-32.05;385;-32.05;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.32;0.32;0.35;0.35
 08/11/2010 11:09:14.396;10.21172;36.83189;0;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-79.83;-3;;82.91;;64;385;-6.38;-83;-14.04;385;-15.5;385;-23.19;385;-24.43;385;-27.47;;WCDMA;;;;;;;;1.68;;;;;0;0;0;0;0.32;0.32;0.35;0.35
 08/11/2010 11:09:15.405;10.21172;36.83189;0;7275508;111;1012;2167.6;CELL_FACH;605;1;10001;-75.75;-3;;;;64;385;-6.89;-84.92;-13.46;385;-15.1;385;-20.21;385;-24.77;385;-28.85;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0;0.53;0
 08/11/2010 11:09:16.424;10.21174;36.83191;13;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-74.58;-3;;100;;64;385;-6.47;-83.79;-11.97;385;-14.05;385;-16.98;385;-24.59;385;-31.35;;WCDMA;;;;;;;;1.68;;;;;0;0;0;0;0.48;0.48;0.53;0.54
 08/11/2010 11:09:17.425;10.21177;36.83193;14;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-76.75;-3;;;;64;385;-4.83;-82.99;-6.97;385;-8.92;385;-14.72;385;-17.43;385;-17.44;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:18.436;10.2118;36.83196;16;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-77.83;-3;;100;;64;385;-4.81;-81.44;-6.44;385;-8.18;385;-14.35;385;-17.14;385;-18.05;;WCDMA;;;;;;;;2.02;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:19.445;10.21185;36.832;23;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-79.25;-3;;;;64;385;-3.86;-79.65;-7.48;385;-9.4;385;-13.05;385;-19.42;385;-26.86;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:20.447;10.2119;36.83204;23;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-77.58;-3;;100;;64;385;-6.3;-83.98;-13.14;385;-16.52;385;-16.71;385;-24.59;385;-28.34;;WCDMA;;;;;;;;2.02;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:21.455;10.21197;36.8321;32;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-72.67;-3;;;;64;385;-5.38;-81.61;-8.62;385;-12.17;385;-12.75;385;-18.2;385;-23.91;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:22.464;10.21205;36.83214;33;7275508;111;1012;2162.6;CELL_FACH;605;1;10001;-75.83;-3;;100;;64;385;-4.16;-79.69;-8.94;385;-11.26;385;-13.42;385;-24.3;385;-25.17;;WCDMA;;;;;;;;1.68;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:23.468;10.21215;36.83219;37;7275508;111;1012;2167.6;CELL_FACH;605;1;10011;-78.5;-3;;;;64;385;-3.56;-78.44;-7.88;385;-11.74;385;-13.68;385;-15.14;385;-18.56;;WCDMA;;;;;;;;2.02;;2.02;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:24.476;10.21226;36.83223;40;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-75;-3;;85.71;;64;385;-3.57;-80.35;-7.01;385;-7.17;385;-23.09;385;-30.35;385;-31.35;;WCDMA;;;;;;;;1.68;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:25.485;10.21238;36.83227;40;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-77.67;-3;;;;64;385;-4.36;-80.57;-11.19;385;-12.88;385;-17.25;385;-23.54;385;-31.35;;WCDMA;;;;;;;;2.35;;2.35;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:26.504;10.21252;36.8323;48;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-80.33;-3;;100;;64;385;-4.73;-82.62;-13.05;385;-15.59;385;-19.24;385;-22.97;385;-23.04;;WCDMA;;;;;;;;1.01;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:27.525;10.21267;36.83233;48;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-77.92;-3;;;;64;385;-4.93;-82.62;-7.14;385;-9.71;385;-13.38;385;-15.1;385;-21.21;;WCDMA;;;;;;;;1.68;;1.68;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:28.535;10.21281;36.83235;48;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-75.83;-3;;100;;64;385;-6.06;-83.09;-11.46;385;-14.81;385;-15.29;385;-22.46;385;-24.98;;WCDMA;;;;;;;;1.68;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:29.545;10.21296;36.83237;48;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-78;-3;;;;64;385;-5.55;-81.01;-12.7;385;-16.55;385;-19.48;385;-20.81;385;-22.44;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:30.545;10.21311;36.83237;48;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-77.75;-3;;100;;64;385;-5.21;-82.36;-7.6;385;-11.59;385;-12.61;385;-14.24;385;-20.02;;WCDMA;;;;;;;;1.68;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:31.564;10.21326;36.83237;46;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-78.17;-3;;;;64;385;-5.17;-82.1;-9.61;385;-12.33;385;-14.12;385;-20.45;385;-27.67;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:32.565;10.2134;36.83236;46;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-73.75;-3;;93.46;;64;385;-8.27;-83.7;-9.11;385;-11.2;385;-13.46;385;-27.74;;;;WCDMA;;;;;;;;2.02;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 11:09:33.567;10.21354;36.83236;46;7275508;111;1012;2162.6;CELL_FACH;605;1;10011;-75.67;-3;;;;64;385;-6.22;-81.77;-8.27;385;-10.75;385;-12.67;385;-22.61;385;-24.7;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
