Time;Longitude;Latitude;Speed(km/h);UC-ID;RNC-ID;C-ID;Frequency;RRC State;MCC;MNC;LAC;Rx Power(W);Tx Power(W);SIR;BLER(W);SF(Downlink);SF(Uplink);Best PSC(W);RxQual;RxLev;Combined EcIo(W);Top 1 PSC;Top 1 EcIo;Top 2 PSC;Top 2 EcIo;Top 3 PSC;Top 3 EcIo;Top 4 PSC;Top 4 EcIo;CQI;System Type;Success Rate;BLER(HARQ);Retrans Rate;No. of Codes;Phy Layer Throughput(Requested);Phy Layer Throughput(Served);Phy Layer Throughput(Scheduled);RLC Layer Throughput;MAC-hs Layer Throughput;RLC Layer(AM) UL TP;RLC Layer(AM) DL TP;Call Event;Rx APP Throughput;Tx APP Throughput;Rx TCP/UDP Throughput;Tx TCP/UDP Throughput;Rx IP Throughput;Tx IP Throughput;Rx PPP Throughput;Tx PPP Throughput
 08/11/2010 12:11:58.294;10.23017;36.83425;13;66202;1;666;2167.6;Disconnected;605;1;10001;-67.92;;;;;;493;-2.82;-73.49;-3.96;493;-5.02;493;-11.32;493;-19.04;493;-29.87;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 12:11:59.319;10.23015;36.83429;17;66202;1;666;2167.6;Disconnected;605;1;10001;-77.5;;;;;;493;-4.65;-75.32;-5.91;493;-7.38;493;-14.61;493;-15.57;493;-21.6;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 12:12:00.321;10.23012;36.83433;17;66202;1;666;2167.6;Disconnected;605;1;10001;-71.08;;;0;;;493;-3.56;-83.23;-3.32;493;-7.64;493;-8.76;493;-11.19;493;-14.15;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 12:12:01.324;10.2301;36.83439;24;66202;1;666;2167.6;Disconnected;605;1;10001;-72.92;;;;;;493;-3.35;-83.02;-2.48;493;-6.53;493;-7.7;493;-8.68;493;-18.09;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 12:12:02.324;10.23008;36.83444;24;66202;1;666;2167.6;Disconnected;605;1;10001;-79.67;;;;;;493;-7.73;-87.39;-8.69;493;-15.68;493;-15.72;493;-16;493;-16.48;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 12:12:03.324;10.23005;36.8345;24;66202;1;666;2167.6;CELL_DCH;605;1;10001;-72.67;-12.34;11.78;;256;256;493;-2.08;-75.82;-2.8;493;-3.53;493;-14.73;493;-15.64;493;-19.1;;WCDMA;;;;;;;;0;;;;Attempt;;;;;;;;
 08/11/2010 12:12:04.327;10.23002;36.83456;26;66202;1;666;2167.6;CELL_DCH;605;1;10001;-77.33;-15.37;10.39;;256;256;493;-2.3;-80.58;-9.48;493;-13.66;493;-13.88;493;-18.41;493;-22.7;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 12:12:05.327;10.22999;36.83463;26;66202;1;666;2167.6;CELL_DCH;605;1;10001;-72.25;-13.61;10.27;0;256;256;493;-1.64;-76.94;-3.78;493;-4.93;492;-14.6;493;-15.98;493;-18.17;;WCDMA;;;;;;;;0;;;2.3;;;;;;;;;
 08/11/2010 12:12:06.330;10.22996;36.8347;29;66202;1;666;2167.6;CELL_DCH;605;1;10001;-72.58;-16.91;10.31;0;256;256;493;-0.23;-74.56;-2.57;493;-3.74;493;-10.22;493;-18.22;492;-19.06;;HSDPA;;;;;;;;3.02;;;;;;;;;;;;
 08/11/2010 12:12:07.330;10.22993;36.83476;28;66202;1;666;2167.6;CELL_DCH;605;1;10001;-73.5;-5.88;12.13;;256;256;493;-1.36;-77.2;-0.33;493;-3.86;493;-4.57;493;-12.76;493;-13.74;22;HSUPA;2;0;0;2;4380.44;6.86;343;0;6.86;;6.1;;;;;;;;;
 08/11/2010 12:12:08.586;10.2299;36.83483;28;66202;1;666;2167.6;CELL_DCH;605;1;10001;-75.83;;12.13;;256;256;493;-1.64;;-0.57;493;-4.24;493;-4.44;493;-10.5;493;-15.41;22;HSUPA;0;0;0;;4722.98;0;0;0;0;;;;;;;;;;;
 08/11/2010 12:12:09.589;10.22988;36.83489;25;66202;1;666;2167.6;CELL_DCH;605;1;10001;-74.33;-7.82;10.77;0;256;256;493;-1.74;-78.62;-1.18;493;-4.92;493;-6.63;493;-9.74;493;-12.83;22;HSUPA;1;0;0;2;3935.72;3.43;343;9.15;3.43;9.15;3.84;;0;0;2.97;0.62;4.24;1.89;4.43;2.08
 08/11/2010 12:12:10.589;10.22985;36.83495;21;66202;1;666;2167.6;CELL_DCH;605;1;10001;-75.75;-7.85;11.36;0;256;256;493;-2.84;-77.35;-2.83;493;-5.27;493;-8.92;493;-12.01;493;-16.14;22;HSUPA;0;0;0;;3991.15;0;0;4;0;4;3.26;;0;0;0;1.13;0;1.77;0;1.86
 08/11/2010 12:12:11.609;10.22983;36.835;17;66202;1;666;2167.6;CELL_DCH;605;1;10001;-78.58;-3.46;10.92;;256;256;493;-4.11;-83.33;-0.96;493;-6.19;493;-7.35;493;-9.42;493;-9.6;21;HSUPA;1;0;0;2;3743.3;3.43;343;0.58;3.43;0.58;1.39;;0;0;0;0;0;0.48;0;0.53
 08/11/2010 12:12:12.648;10.22982;36.83504;16;66202;1;666;2167.6;CELL_DCH;605;1;10001;-71;-4.13;12.3;0;256;256;493;-1.7;-74.27;-0.6;493;-6.14;354;-8.54;493;-8.99;493;-9.17;20;HSUPA;1;0;0;2;3217.78;3.43;343;5.31;3.43;5.31;4.18;;0;0;0;2.47;0.96;3.11;1.06;3.2
 08/11/2010 12:12:13.666;10.22981;36.83507;13;66202;1;666;2167.6;CELL_DCH;605;1;10001;-72.92;-4.14;12.66;;256;256;493;-2.07;-77.07;-1.58;493;-7.35;354;-9.17;493;-9.2;493;-9.9;23;HSUPA;1;0;0;2;5681.26;3.43;343;3.28;3.43;3.28;2.69;;0;0;0;1.13;0.48;1.77;0.54;1.85
 08/11/2010 12:12:14.671;10.2298;36.8351;10;66202;1;666;2167.6;CELL_DCH;605;1;10001;-75.83;-4.68;12.04;;256;256;493;-2.6;-78.56;0.52;493;-3.42;493;-4.82;493;-6.34;493;-11.11;23;HSUPA;1;0;0;2;5006.04;3.43;343;1.97;3.43;1.97;1.01;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:15.686;10.22981;36.83513;9;66202;1;666;2167.6;CELL_DCH;605;1;10001;-71.75;-9.04;12.63;;256;256;493;-1.88;-76.08;-0.79;493;-4.45;493;-5.25;354;-13.16;354;-14.38;24;HSUPA;1;0;0;2;6116.63;3.43;343;1.97;3.43;1.97;1.01;;0;0;0;0;0;0.48;0;0.53
 08/11/2010 12:12:16.689;10.22983;36.83515;11;66202;1;666;2167.6;CELL_DCH;605;1;10001;-79.33;-1.14;10.07;0;256;256;493;-2.26;-76.85;-3.67;493;-8.5;493;-9.1;493;-13.71;493;-14.12;21;HSUPA;0;0;0;;3687.54;0;0;1.66;0;1.66;0.91;;0;0;0;0;0.48;0;0.53;0
 08/11/2010 12:12:17.693;10.22986;36.83517;15;66202;1;666;2167.6;CELL_DCH;605;1;10001;-79.92;2.68;9.05;;256;256;493;-3.91;-84.09;-8.95;493;-14.41;493;-15.28;493;-17.78;493;-17.79;18;HSUPA;1;0;0;2;2649.65;3.43;343;2.11;3.43;2.11;1.15;;0;0;0;0;0.96;0.96;1.06;1.06
 08/11/2010 12:12:18.706;10.22991;36.83519;19;66202;1;666;2167.6;CELL_DCH;605;1;10001;-83.08;3.28;10.49;0;256;256;493;-4.55;-85.16;-2.29;493;-7.26;493;-7.5;354;-10.87;354;-12.4;18;HSUPA;1;0;0;2;2674.73;3.43;343;2.54;3.43;2.54;1.73;;0;0;0;0;0;0.48;0;0.53
 08/11/2010 12:12:19.707;10.22997;36.83521;23;66202;1;666;2167.6;CELL_DCH;605;1;10001;-82;2.02;11.08;;256;256;493;-2.5;-83.62;-2.09;354;-9.12;493;-9.88;354;-11.1;493;-11.77;18;HSDPA;1;0;0;2;2508.27;3.43;343;2.26;3.43;2.26;1.01;;0;0;0;0;0.96;0.48;1.06;0.53
 08/11/2010 12:12:20.726;10.23004;36.83523;24;66402;1;866;2167.6;CELL_FACH;605;1;10001;-79.58;5;10.59;0;256;256;493;-3.96;-84.38;-5.85;354;-10.52;354;-10.88;354;-11.17;354;-18.65;16;WCDMA;0;0;0;;2066.6;0;0;2.4;0;2.4;1.15;;0;0;0;0;0;0.48;0;0.53
 08/11/2010 12:12:21.736;10.23011;36.83525;24;66402;1;866;2167.6;CELL_FACH;605;1;10001;-80.25;5;10.59;;256;64;354;-3.92;-83.74;-6.96;354;-9.88;354;-12.77;354;-14.8;354;-19.21;16;WCDMA;0;0;0;;2066.6;0;0;1.39;0;;;;0;0;0;0;0.48;0.48;0.53;0.54
 08/11/2010 12:12:22.743;10.23018;36.83527;25;66402;1;866;2167.6;CELL_FACH;605;1;10001;-78.58;5;10.59;95.83;256;64;354;-4.61;-84.88;-6.21;354;-8.87;354;-13.59;354;-14.52;354;-15.45;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.54;0.54
 08/11/2010 12:12:23.756;10.23026;36.83529;26;66402;1;866;2167.6;CELL_FACH;605;1;10001;-78.83;5;10.59;;256;64;354;-6.19;-85.23;-7.63;354;-10.71;354;-13.54;354;-17.05;354;-17.71;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.54;0.53
 08/11/2010 12:12:24.756;10.23034;36.83532;27;66402;1;866;2167.6;CELL_FACH;605;1;10001;-78.17;5;10.59;100;256;64;354;-5.54;-85.26;-5.72;354;-8.65;354;-10.71;354;-14.16;354;-21.21;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:25.776;10.23042;36.83534;28;66402;1;866;2167.6;CELL_FACH;605;1;10001;-79.83;5;;;;64;354;-3.72;-82.81;-7.25;354;-11.99;354;-13.42;354;-15.01;354;-15.33;;WCDMA;;;;;;;;1.34;;;;;;;;;;;;
 08/11/2010 12:12:26.776;10.23051;36.83537;29;66402;1;866;2167.6;CELL_FACH;605;1;10001;-77.83;;;100;;64;354;-4.7;-84.5;-8.54;354;-13.98;354;-14.61;354;-14.78;354;-17.26;;WCDMA;;;;;;;;0;;;;;;;;;;;;
 08/11/2010 12:12:27.777;10.23059;36.83539;29;66402;1;866;2167.6;CELL_FACH;605;1;10001;-80.08;5;;;;64;354;-4.17;-83.57;-9.25;354;-13.23;354;-17.36;354;-18.66;354;-18.74;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.38;0.38;0.42;0.42
 08/11/2010 12:12:28.777;10.23067;36.83542;27;66402;1;866;2167.6;CELL_FACH;605;1;10001;-77;5;;93.4;;64;354;-4.64;-83.57;-5.46;354;-8.86;354;-9.46;354;-15.22;354;-21.97;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.64;0.32;0.7;0.35
 08/11/2010 12:12:29.785;10.23075;36.83544;25;66402;1;866;2167.6;CELL_FACH;605;1;10001;-76.25;5;;;;64;354;-4.88;-81.06;-6.14;354;-10.4;354;-11.33;354;-12.32;354;-19.9;;WCDMA;;;;;;;;2.02;;;;;0;0;0;0;0;0.48;0;0.53
 08/11/2010 12:12:30.796;10.23082;36.83546;23;66402;1;866;2167.6;CELL_FACH;605;1;10001;-78.33;5;;100;;64;354;-5.91;-83.19;-8.45;354;-12.33;354;-13.4;354;-16.71;354;-20.75;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.96;0.48;1.06;0.53
 08/11/2010 12:12:31.804;10.23089;36.83547;18;66202;1;666;2167.6;CELL_FACH;605;1;10001;-67.75;5;;20;;64;354;-8.05;-82.68;-3.32;493;-3.73;493;-14.18;493;-23.36;;;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0;0.48;0;0.53
 08/11/2010 12:12:32.806;10.23094;36.83548;15;66202;1;666;2167.6;CELL_FACH;605;1;10001;-71.75;5;;;;64;493;-2.59;-71.55;-4.63;493;-6.31;493;-9.72;493;-26.12;493;-30.48;;WCDMA;;;;;;;;0;;;2.5;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:33.814;10.23098;36.83547;13;66202;1;666;2162.6;CELL_FACH;605;1;10001;-76.83;5;;96.43;;64;493;-1.51;-73.69;-6.66;493;-8.65;493;-11.71;493;-19.35;;;;WCDMA;;;;;;;;3.65;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:34.830;10.23102;36.83546;13;66202;1;666;2167.6;CELL_FACH;605;1;10001;-70.25;5;;;;64;493;-2;-73.51;-3.45;493;-4.64;493;-9.98;493;-20.77;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:35.837;10.23104;36.83543;15;66202;1;666;2167.6;CELL_FACH;605;1;10001;-77.42;5;;100;;64;493;-1.97;-73.68;-5.03;493;-6.86;493;-9.79;493;-25.25;;;;WCDMA;;;;;;;;2.02;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:36.854;10.23107;36.8354;19;66202;1;666;2167.6;CELL_FACH;605;1;10001;-69.5;5;;;;64;493;-2.23;-76.62;-3.31;493;-5.23;493;-7.8;493;-28.85;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:37.854;10.23109;36.83535;23;66202;1;666;2167.6;CELL_FACH;605;1;10001;-68.58;5;;100;;64;493;-2.06;-76.35;-2.91;493;-3.51;493;-12.69;493;-21.45;493;-22.79;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:38.864;10.23112;36.83529;25;66202;1;666;2167.6;CELL_FACH;605;1;10001;-66;5;;;;64;493;-1.87;-73.79;-5.09;493;-5.36;493;-18.1;493;-24.91;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:39.875;10.23118;36.83517;26;66202;1;666;2162.6;CELL_FACH;605;1;10001;-74.25;5;;100;;64;493;-2.26;-74.11;-8.97;493;-11.05;493;-15.9;493;-16.45;;;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:40.894;10.2312;36.8351;27;66202;1;666;2167.6;CELL_FACH;605;1;10001;-71.17;5;;;;64;493;-1.48;-73.41;-5.22;493;-7.67;493;-10.74;493;-14.6;493;-19.69;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:41.899;10.23124;36.83503;29;66202;1;666;2167.6;CELL_FACH;605;1;10011;-75.83;5;;100;;64;493;-1.54;-71.11;-7.06;493;-8.31;493;-14.21;493;-20.34;493;-27.22;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:42.906;10.23127;36.83496;31;66202;1;666;2167.6;CELL_FACH;605;1;10011;-67.83;5;;;;64;493;-1.88;-74.95;-5.25;493;-6.21;493;-13.06;493;-22.26;493;-24.87;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:43.915;10.23131;36.83488;32;66202;1;666;2167.6;CELL_FACH;605;1;10011;-70.58;5;;91.67;;64;493;-2.38;-71.73;-3.49;493;-6.55;493;-6.58;493;-25.06;493;-26.22;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:44.934;10.23134;36.8348;33;66202;1;666;2167.6;CELL_FACH;605;1;10011;-72.83;5;;;;64;493;-3.17;-70.22;-7.31;493;-10.78;493;-12.79;493;-13.35;493;-25.5;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.54
 08/11/2010 12:12:45.934;10.23137;36.83472;34;66202;1;666;2167.6;CELL_FACH;605;1;10011;-64.17;5;;93.26;;64;493;-2.93;-71.31;-7.69;493;-9.92;493;-14.14;493;-15.65;493;-28.95;;WCDMA;;;;;;;;2.02;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:46.934;10.2314;36.83463;35;66202;1;666;2162.6;CELL_FACH;605;1;10011;-65.42;5;;;;64;493;-2.39;-68.06;-8.3;493;-11.34;493;-12.37;493;-18.27;493;-28.85;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:47.934;10.23144;36.83455;35;66202;1;666;2167.6;CELL_FACH;605;1;10011;-65.75;5;;85.29;;64;493;-1.76;-68.82;-3.51;493;-4.6;493;-10.4;493;-23.07;493;-28.51;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:48.939;10.23148;36.83446;36;66202;1;666;2167.6;CELL_FACH;605;1;10011;-64.25;5;;;;64;493;-1.23;-68.8;-4.46;493;-6.91;493;-8.15;493;-30.89;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.54
 08/11/2010 12:12:49.955;10.23152;36.83438;36;66202;1;666;2167.6;CELL_FACH;605;1;10011;-73;5;;100;;64;493;-2.22;-72.13;-3.93;493;-6.45;493;-8.36;493;-14.99;493;-30.75;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:50.955;10.23156;36.83429;36;66202;1;666;2167.6;CELL_FACH;605;1;10011;-69.58;5;;;;64;493;-1.18;-67.14;-4.1;493;-6.36;493;-8.08;493;-30.48;493;-31.19;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:51.984;10.2316;36.83421;36;66202;1;666;2167.6;CELL_FACH;605;1;10011;-63;5;;100;;64;493;-1.77;-68.78;-4.3;493;-5.24;493;-12.12;493;-20.3;493;-30.61;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:52.986;10.23163;36.83413;34;66202;1;666;2167.6;CELL_FACH;605;1;10011;-66.08;5;;;;64;493;-1.59;-66.07;-4.58;493;-6.95;493;-8.35;;;;;;WCDMA;;;;;;;;2.69;;2.69;1.68;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:53.990;10.23166;36.83406;33;66202;1;666;2167.6;CELL_FACH;605;1;10011;-60.5;5;;100;;64;493;-2.14;-69.46;-4.12;493;-4.33;493;-17.53;;;;;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:54.995;10.2317;36.83399;31;66202;1;666;2162.6;CELL_FACH;605;1;10011;-62.92;5;;;;64;493;-1.86;-57.51;-4.4;493;-5.28;493;-13.05;493;-17.69;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:55.995;10.23172;36.83393;27;66202;1;666;2167.6;CELL_FACH;605;1;10011;-57.5;5;;100;;64;493;-1.84;-59.95;-3.34;493;-4.07;493;-12.37;493;-20.03;493;-24.63;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:56.997;10.23175;36.83389;23;66202;1;666;2167.6;CELL_FACH;605;1;10011;-64.08;5;;;;64;493;-1.42;-62.33;-2.39;493;-4.1;493;-7.48;493;-20.19;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:57.997;10.23179;36.83385;19;66202;1;666;2167.6;CELL_FACH;605;1;10011;-70.33;5;;100;;64;493;-2.24;-61.22;-4.14;493;-5.4;493;-12.02;493;-14.68;;;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:12:59.000;10.23184;36.83384;18;66202;1;666;2167.6;CELL_FACH;605;1;10011;-63.5;5;;;;64;493;-1.59;-63.53;-3.19;493;-3.58;493;-14.39;493;-23.11;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.64;0.32;0.7;0.35
 08/11/2010 12:13:00.008;10.2319;36.83384;18;66202;1;666;2167.6;CELL_FACH;605;1;10011;-77.5;5;;100;;64;493;-1.14;-68.17;-5.54;493;-8.46;493;-11.16;493;-13.42;493;-18.25;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0;0.96;0;1.06
 08/11/2010 12:13:01.014;10.23197;36.83385;21;66202;1;666;2167.6;CELL_FACH;605;1;10011;-71.33;5;;;;64;493;-1.77;-74.49;-3.99;493;-7.19;493;-7.37;493;-15.97;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:02.014;10.23204;36.83387;23;66202;1;666;2167.6;CELL_FACH;605;1;10011;-67.58;5;;98.13;;64;493;-2.01;-71.29;-3.62;493;-4.32;493;-13.78;493;-16.41;;;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.64;0.32;0.7;0.35
 08/11/2010 12:13:03.019;10.23211;36.83389;24;66202;1;666;2167.6;CELL_FACH;605;1;10011;-63.58;5;;;;64;493;-1.32;-69.54;-2.72;493;-3.73;493;-9.76;493;-23.07;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.54;0.53
 08/11/2010 12:13:04.026;10.23218;36.83391;24;66202;1;666;2167.6;CELL_FACH;605;1;10011;-70.58;5;;100;;64;493;-1.3;-67.47;-3.27;493;-3.85;493;-14.24;493;-16.75;;;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:05.035;10.23225;36.83393;23;66202;1;666;2167.6;CELL_FACH;605;1;10011;-70.5;5;;;;64;493;-0.32;-66.12;-7.08;493;-9.99;493;-12.24;493;-17.45;493;-17.49;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:06.035;10.23231;36.83396;23;66202;1;666;2162.6;CELL_FACH;605;1;10011;-65.33;5;;100;;64;493;-0.84;-69.25;-7.43;493;-10.32;493;-11.49;493;-17.69;;;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:07.051;10.23238;36.83398;23;66202;1;666;2167.6;CELL_FACH;605;1;10011;-68.67;5;;;;64;493;-0.8;-68.72;-4.41;493;-4.44;493;-27.96;493;-30.89;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0;0.48;0;0.53
 08/11/2010 12:13:08.054;10.23244;36.834;23;66202;1;666;2167.6;CELL_FACH;605;1;10011;-68;5;;100;;64;493;-1.65;-69.11;-3.24;493;-3.65;493;-16.74;493;-16.76;493;-31.86;;WCDMA;;;;;;;;0.67;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:09.074;10.23251;36.83403;23;66202;1;666;2167.6;CELL_FACH;605;1;10011;-75.33;5;;;;64;493;-2.01;-71.78;-5.65;493;-8.94;493;-9.24;493;-15.93;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:10.075;10.23258;36.83405;23;66202;1;666;2167.6;CELL_FACH;605;1;10011;-77.42;5;;100;;64;493;-2.94;-77.52;-6.09;493;-6.93;493;-14.5;493;-21.24;;;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:11.075;10.23265;36.83406;23;66202;1;666;2167.6;CELL_FACH;605;1;10011;-74.83;5;;;;64;493;-2.35;-76.35;-6.54;493;-8.78;493;-12.78;493;-14.37;;;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.54
 08/11/2010 12:13:12.094;10.23271;36.83408;22;66202;1;666;2167.6;CELL_FACH;605;1;10011;-72.25;5;;100;;64;493;-2.61;-76.07;-6.37;493;-10.33;493;-10.6;493;-14.54;493;-18.17;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:13.104;10.23277;36.8341;21;66202;1;666;2167.6;CELL_FACH;605;1;10011;-73;5;;;;64;493;-2.03;-76.1;-5.91;493;-10.15;493;-10.94;493;-11.08;493;-29.87;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:14.106;10.23283;36.83412;20;66202;1;666;2167.6;CELL_FACH;605;1;10011;-72.17;5;;100;;64;493;-2.6;-76.97;-5.9;493;-9.04;493;-10.05;493;-15.05;493;-27.09;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:15.115;10.23288;36.83414;20;66202;1;666;2167.6;CELL_FACH;605;1;10011;-80.67;5;;;;64;493;-2.58;-76.01;-2.98;493;-4.5;493;-12.21;493;-13.55;493;-13.65;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:16.115;10.23293;36.83416;19;66202;1;666;2167.6;CELL_FACH;605;1;10011;-78.58;5;;100;;64;493;-2.86;-77.27;-5.7;493;-6.79;493;-16.28;493;-17.48;493;-18.47;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:17.130;10.23297;36.8342;18;66202;1;666;2167.6;CELL_FACH;605;1;10011;-76.25;5;;;;64;493;-3.01;-79.99;-6.15;493;-7.9;493;-13.81;493;-17.32;493;-20.14;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:18.134;10.23299;36.83424;18;66202;1;666;2167.6;CELL_FACH;605;1;10011;-72.83;5;;100;;64;493;-1.81;-78.55;-6.08;493;-8.18;493;-12.3;493;-17.53;493;-19.52;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.54
 08/11/2010 12:13:19.142;10.23299;36.83428;18;66202;1;666;2167.6;CELL_FACH;605;1;10011;-70.81;5;;;;64;493;-3.03;-73.84;-6.87;493;-10.41;493;-12.19;493;-13.91;493;-19.07;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:20.153;10.23297;36.83433;19;66202;1;666;2167.6;CELL_FACH;605;1;10011;-70.53;5;;100;;64;493;-1.79;-72.32;-6.27;493;-7.27;493;-15.64;493;-19.42;493;-24.33;;WCDMA;;;;;;;;1.34;;;;;0;0;0;0;0.48;0.48;0.53;0.53
 08/11/2010 12:13:21.155;10.23295;36.83438;21;66202;1;666;2167.6;CELL_FACH;605;1;10011;-60.58;5;;;;64;493;-2.45;-69.95;-2.66;493;-4.27;493;-7.92;493;-24.56;493;-25.14;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0;0.96;0;1.06
 08/11/2010 12:13:22.174;10.23293;36.83444;23;66202;1;666;2167.6;CELL_FACH;605;1;10001;-75.75;;;100;;64;493;-1.01;-69.97;-6.39;493;-7.36;493;-13.73;493;-25.98;493;-30.48;;WCDMA;;;;;;;;1.34;;;;;;;;;;;;
 08/11/2010 12:13:23.234;10.2329;36.83449;24;66202;1;666;2167.6;CELL_FACH;605;1;10001;-71.33;;;;;64;493;-2.23;;-7.3;493;-8.4;493;-15.22;493;-20.34;493;-28.59;;WCDMA;;;;;;;;0;;;;;0;0;0;0;0.48;0.48;0.53;0.53
