Time;Longitude;Latitude;Speed(km/h);UC-ID;RNC-ID;C-ID;Frequency;RRC State;MCC;MNC;LAC;Rx Power(W);Tx Power(W);SIR;BLER(W);SF(Downlink);SF(Uplink);Best PSC(W);Best EcIo(W);Best RSCP(W);Combined EcIo(W);Top 1 PSC;Top 1 EcIo;Top 2 PSC;Top 2 EcIo;Top 3 PSC;Top 3 EcIo;Top 4 PSC;Top 4 EcIo;LAC;Call Event;Rx APP Throughput;Tx APP Throughput;Rx TCP/UDP Throughput;Tx TCP/UDP Throughput;Rx IP Throughput;Tx IP Throughput;Rx PPP Throughput;Tx PPP Throughput
 08/23/2010 11:23:18.337;10.19618;36.73425;57;;;;;;;;;-63.25;;;;;;;;;-5.12;198;-7.9;198;-8.37;;;;;;;;;;;;;;
 08/23/2010 11:23:19.576;10.19603;36.73416;57;;;;;;;;;-64.08;;;;;;198;-3.34;-67.34;-3.99;198;-6.5;198;-7.56;;;;;;;;;;;;;;
 08/23/2010 11:23:20.580;10.19589;36.73407;57;;;;;;;;;-66.25;;;;;;198;-3.18;-67.43;-4.52;198;-7.29;198;-7.79;;;;;;;;;;;;;;
 08/23/2010 11:23:21.767;10.19575;36.73399;56;;;;;;;;;-64.25;;;;;;198;-5.5;-69.75;-5.11;198;-7.69;198;-8.6;;;;;;;;;;;;;;
 08/23/2010 11:23:22.796;10.19562;36.73391;53;;;;;;;;;-70.58;;;;;;198;-4.89;-69.14;-4.8;198;-7.59;198;-8.13;198;-25.21;;;;;;;;;;;;
 08/23/2010 11:23:23.830;10.19538;36.73377;48;;;;;;;;;-74.42;;;;;;198;-3.26;-73.6;-7.62;198;-10.27;198;-11.03;;;;;;;;;;;;;;
 08/23/2010 11:23:26.799;10.19538;36.73377;40;;;;;;;;;;;;;;;198;-3.26;;-7.62;;;;;;;;;;;;;;;;;;
 08/23/2010 11:23:27.853;10.19512;36.73362;20;;;;2162.6;;;;;-71.33;;;;;;198;-4.95;-79.11;-5.1;198;-7.86;198;-8.36;;;;;;Attempt;;;;;;;;
 08/23/2010 11:23:28.873;10.19508;36.73359;17;;;;2162.6;CELL_DCH;605;1;10001;-72.25;-13.4;7.25;;256;256;198;-5.47;-76.77;-6.52;198;-9.38;198;-9.75;198;-27.96;;;10001;;;;;;;;;
 08/23/2010 11:23:29.880;10.19505;36.73358;14;;;;2162.6;CELL_DCH;605;1;10001;-72.17;-21.37;8.96;;256;256;198;-4.89;-78.15;-5.72;342;-9.01;55;-11.14;198;-16.6;198;-16.65;10001;;;;;;;;;
 08/23/2010 11:23:30.882;10.19504;36.73357;9;;;;2162.6;CELL_DCH;605;1;10001;-70.67;-21.29;9.05;0;256;256;198;-5;-78.49;-4.4;198;-6.88;198;-10.33;342;-12.72;55;-24.39;10001;;;;;;;;;
 08/23/2010 11:23:31.883;10.19503;36.73357;4;;;;2162.6;CELL_DCH;605;1;10001;-73.5;-19.11;9.92;0;256;256;198;-3.94;-76.68;-2.95;198;-6.76;198;-6.82;342;-12.72;342;-14.89;10001;;;;;;;;;
 08/23/2010 11:23:32.885;10.19503;36.73357;2;;;;2162.6;CELL_DCH;605;1;10001;-71.58;-12.06;10.92;;256;256;198;-3.69;-75.55;-3.53;198;-4.55;198;-10.31;;;;;10001;;;;;;;;;
 08/23/2010 11:23:33.902;10.19503;36.73357;0;;;;2162.6;CELL_DCH;605;1;10001;-76.42;-7.26;10.82;0;256;256;198;-3.66;-75.65;-3.42;198;-4.28;198;-11.09;198;-25.14;198;-29.65;10001;;;;;;;;;
 08/23/2010 11:23:34.910;10.19503;36.73357;0;;;;2162.6;CELL_DCH;605;1;10001;-71.92;-4.97;9.72;;256;256;198;-5.45;-81.34;-6.27;198;-9.4;342;-11.09;342;-16.29;198;-16.94;10001;;;;;;;;;
 08/23/2010 11:23:35.915;10.19503;36.73357;0;;;;2162.6;CELL_DCH;605;1;10001;-73.67;-8.14;9.3;0;256;256;55;-7.58;-81.79;-6.9;198;-12.75;342;-13.27;198;-13.97;342;-14.79;10001;;0;0;1.24;0.31;1.89;0.96;1.98;1.04
 08/23/2010 11:23:36.921;10.19502;36.73356;2;;;;2162.6;CELL_DCH;605;1;10001;-70.83;-7.89;9.64;;256;256;198;-8.77;-80.3;-4.41;198;-10.77;55;-11.14;342;-12.13;198;-12.59;10001;;0;0;0;2.46;0.48;3.1;0.52;3.18
 08/23/2010 11:23:37.925;10.19502;36.73356;3;;;;2162.6;CELL_DCH;605;1;10001;-71.75;-8.1;8.36;0;256;256;55;-5.51;-74.95;-4.3;55;-7.56;198;-10.16;198;-13.68;55;-16.8;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:23:38.937;10.195;36.73355;5;;;;2162.6;CELL_DCH;605;1;10001;-69;-8.98;7.13;;256;256;55;-5.36;-74.8;-6.44;198;-11.21;198;-11.75;342;-15.75;55;-17.94;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:23:39.942;10.19497;36.73354;8;;;;2162.6;CELL_DCH;605;1;10001;-67.75;-15.8;8.86;0;256;256;55;-6.63;-77.5;-5.51;198;-11.92;191;-12.23;55;-12.7;198;-13.3;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:23:40.943;10.19494;36.73352;12;;;;2162.6;CELL_DCH;605;1;10001;-74.25;-12.6;7.08;0;256;256;198;-6.9;-78.57;-6.78;198;-10.1;55;-12.39;198;-14.58;55;-22.55;10001;;0;0;0;0;0;0.96;0;1.04
 08/23/2010 11:23:41.944;10.19492;36.73351;12;;;;2162.6;CELL_DCH;605;1;10001;-72.17;-9.65;8.83;;256;256;55;-5.51;-78.36;-3.03;198;-9.17;198;-9.63;198;-10.75;198;-11.13;10001;;0;0;0;0;0.96;0;1.04;0
 08/23/2010 11:23:44.938;10.1949;36.7335;9;;;;2162.6;CELL_DCH;605;1;10001;-73.53;-4.54;8.11;0;256;256;55;-7.96;-81.49;-4.38;55;-10.26;198;-11.19;198;-12.29;143;-13.25;10001;;0;0;0;0;0.96;0.96;1.04;1.04
 08/23/2010 11:23:45.959;10.1949;36.7335;0;75697;1;10161;2162.6;CELL_FACH;605;1;10001;-71.08;-4;8.11;0;256;64;55;-7.08;-80.79;-8.73;198;-10.66;198;-13.89;55;-25.1;198;-26.69;10001;;0;0;0;0;0.41;0.41;0.45;0.45
 08/23/2010 11:23:46.975;10.1949;36.7335;0;75809;1;10273;2162.6;CELL_FACH;605;1;10001;-72.5;-4;8.11;;256;64;198;-5.42;-76.98;-9.18;198;-11.47;198;-13.06;;;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:23:47.984;10.1949;36.7335;0;75809;1;10273;2162.6;CELL_FACH;605;1;10001;-74.42;-4;8.11;97.58;256;64;198;-9.62;-84.04;-13.39;198;-15.14;198;-18.34;198;-32.44;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:23:48.984;10.1949;36.7335;0;75809;1;10273;2162.6;CELL_FACH;605;1;10001;-74.31;-4;8.11;;256;64;198;-6.69;-81;-19.18;198;-21.86;198;-26.8;198;-28.85;198;-28.85;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:23:49.985;10.19489;36.73349;2;75809;1;10273;2162.6;CELL_FACH;605;1;10001;-72.86;-4;;100;;64;198;-6.9;-79.76;-17.54;198;-18.18;198;-27.88;198;-30.89;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:23:50.999;10.19488;36.73349;6;75809;1;10273;2162.6;CELL_FACH;605;1;10001;-73.62;-4;;;;64;198;-8.74;-82.36;-11.19;198;-11.97;198;-19.18;198;-33.62;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:23:51.999;10.19486;36.73348;6;75809;1;10273;2167.6;CELL_FACH;605;1;10001;-71.56;-4;;97.65;;64;198;-10.24;-81.8;-16.78;198;-17.26;198;-31.04;198;-31.35;198;-31.52;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:23:53.010;10.19485;36.73348;4;75809;1;10273;2167.6;CELL_FACH;605;1;10001;-70.4;-4;;;;64;198;-10.24;-80.64;-14.4;198;-14.64;198;-31.04;198;-32.05;198;-33.11;10001;;0;0;0;0;0;0.48;0;0.52
 08/23/2010 11:23:54.013;10.19485;36.73348;2;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-72.08;-4;;6.17;;64;198;-11.39;-82.77;-16.11;198;-16.38;198;-28.34;;;;;10001;;0;0;0;0;0;0.48;0;0.52
 08/23/2010 11:23:55.017;10.19485;36.73348;0;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-72.08;-4;;;;64;198;-7.17;-78.49;-15.28;198;-18.22;198;-18.36;;;;;10001;;0;0;0;0;1.44;0.48;1.56;0.52
 08/23/2010 11:23:56.038;10.19485;36.73348;0;75812;1;10276;2162.6;CELL_FACH;605;1;10001;-70.5;-4;;96.88;;64;198;-5.59;-77.51;-6.74;198;-9.09;198;-10.57;198;-31.86;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:23:57.059;10.19485;36.73348;1;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-74.17;-4;;;;64;198;-6.14;-79.97;-12.67;198;-13.93;198;-18.88;198;-31.69;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:23:58.066;10.19485;36.73348;2;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-73.83;-4;;100;;64;198;-7.72;-80.48;-15.02;198;-17.71;198;-18.38;;;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:23:59.078;10.19484;36.73347;2;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-73;-4;;;;64;198;-6.52;-79.7;-13.57;198;-14.84;198;-19.52;;;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:24:00.079;10.19484;36.73347;1;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-75.67;-4;;100;;64;198;-6.39;-81.05;-11.27;198;-13.28;198;-15.8;198;-30.89;198;-32.05;10001;;0;0;0;0;0.48;0.48;0.53;0.52
 08/23/2010 11:24:01.082;10.19483;36.73347;2;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-74.5;-4;;;;64;198;-6.14;-81.83;-14;198;-14.31;198;-28.59;198;-30.89;198;-33.11;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:24:02.085;10.19482;36.73346;4;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-66;-4;;100;;64;198;-4.49;-76.88;-10.27;198;-10.92;198;-19.09;198;-31.69;;;10001;;0;0;0;0;0.48;0.96;0.52;1.04
 08/23/2010 11:24:03.097;10.19478;36.73345;14;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-69.33;-4;;;;64;198;-5.76;-75.95;-15.26;198;-15.91;198;-25.8;198;-28.26;;;10001;;0;0;0;0;0.48;0;0.52;0
 08/23/2010 11:24:04.747;10.19474;36.73345;17;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-73.25;-4;;100;;64;198;-5.06;-75.97;-7.8;198;-10.04;198;-11.74;;;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:24:05.752;10.19468;36.73344;18;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-73.08;-4;;100;;64;198;-3;-73.72;-8.9;198;-11.06;198;-13.02;198;-32.05;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:24:06.761;10.19462;36.73344;22;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-73.42;-4;;;;64;198;-3.94;-74.64;-9.05;198;-9.08;198;-31.69;;;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:24:07.761;10.19455;36.73342;24;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-71.83;-4;;100;;64;198;-4.14;-74.41;-19.6;198;-19.88;198;-31.69;;;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:24:08.776;10.19449;36.73339;25;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-68.33;-4;;;;64;198;-3.86;-75.17;-9.24;198;-10.07;198;-16.94;198;-31.86;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:24:09.782;10.19443;36.73335;26;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-75.58;-4;;100;;64;198;-3.55;-74.56;-5.86;198;-5.86;;;;;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:24:10.787;10.19439;36.73329;27;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-76.75;-4;;;;64;198;-3.09;-76.03;-19.6;198;-21.94;198;-23.41;;;;;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:24:11.788;10.19435;36.73323;30;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-77.33;-4;;100;;64;198;-6.52;-83.16;-14.39;198;-16.96;198;-18.85;198;-26.75;198;-29.76;10001;;0;0;0;0;0.48;0.48;0.52;0.52
 08/23/2010 11:24:12.794;10.19432;36.73315;31;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-77.58;-4;;;;64;198;-6.84;-82.35;-15.78;198;-15.78;;;;;;;10001;;0;0;0;0;0.48;0.48;0.53;0.52
 08/23/2010 11:24:13.794;10.19429;36.73308;31;75812;1;10276;2167.6;CELL_FACH;605;1;10001;-73.75;-4;;100;;64;198;-13.07;-86.37;-4.92;55;-6.31;55;-11.35;198;-19.05;198;-28.51;10001;;0;0;0;0;0;0.48;0;0.52
 08/23/2010 11:24:14.796;10.1942;36.73293;33;75700;1;10164;2167.6;CELL_FACH;605;1;10001;-73;-4;;0;;64;198;-12.94;-87.23;-6.5;55;-8.03;55;-11.89;55;-29.87;55;-31.19;10001;Success;0;0;0;0;0;0.48;0;0.52
 08/23/2010 11:24:15.796;10.19415;36.73285;35;75700;1;10164;2167.6;CELL_FACH;605;1;10001;-73.67;-4;;;;64;55;-4.13;-78.17;-8.16;55;-8.9;55;-16.39;55;-30.75;;;10001;;;;;;;;;
 08/23/2010 11:24:16.925;10.19409;36.73277;37;75700;1;10164;2167.6;Disconnected;605;1;10001;-75.58;-4;;0;;128;55;-5.87;-78.45;-11.94;55;-12.09;55;-26.64;;;;;10001;;;;;;;;;
 08/23/2010 11:24:17.926;10.19403;36.73268;39;75700;1;10164;2167.6;Disconnected;605;1;10001;-73.58;;;;;128;55;-7.24;-84.32;-6.29;55;-9.93;55;-11.54;55;-13.91;55;-22.51;10001;;;;;;;;;
 08/23/2010 11:24:18.927;10.19397;36.73259;40;75700;1;10164;2167.6;Disconnected;605;1;10001;-71.5;;;;;128;55;-12.56;-83.81;-4.06;143;-5.13;143;-11.75;143;-20.53;55;-22.79;10001;;;;;;;;;
 08/23/2010 11:24:19.931;10.1939;36.7325;40;75700;1;10164;2167.6;Disconnected;605;1;10001;-72.67;;;;;128;55;-5.59;;-4.72;143;-7.56;55;-10.93;55;-11.03;55;-27.67;10001;;;;;;;;;
 08/23/2010 11:24:21.020;10.19384;36.73241;41;66051;1;515;2167.6;Disconnected;605;1;10001;-73.25;;;0;;128;55;-5.93;-77.84;-3.7;143;-7.31;143;-10.07;143;-10.22;143;-16.64;10001;;;;;;;;;
 08/23/2010 11:24:23.537;10.19384;36.73241;42;66051;1;515;2167.6;Disconnected;605;1;10001;;;;;;;55;-5.93;;-3.7;;;;;;;;;10001;;;;;;;;;
 08/23/2010 11:24:24.579;10.19363;36.73213;43;66051;1;515;2167.6;Disconnected;605;1;10001;-69.75;;;100;;;143;-3.92;-72.09;-4.37;143;-8.58;143;-8.67;143;-13.46;143;-16.09;10001;;;;;;;;;
 08/23/2010 11:24:25.583;10.19357;36.73204;43;66051;1;515;2167.6;Disconnected;605;1;10001;-70.08;;;;;;143;-4.78;-77.03;-3.81;143;-7.84;143;-8;143;-14.11;143;-16.35;10001;;;;;;;;;
 08/23/2010 11:24:26.625;10.1935;36.73195;41;66051;1;515;2167.6;Disconnected;605;1;10001;-72.5;;;;;;143;-3.96;-76.21;-5.12;143;-9.25;143;-10.22;143;-11.68;143;-20.98;10001;;;;;;;;;
 08/23/2010 11:24:27.627;10.19344;36.73186;38;66051;1;515;2167.6;Disconnected;605;1;10001;-70.58;;;;;;143;-5.23;-77.48;-4.56;143;-8.59;143;-8.97;143;-12.39;143;-21.65;10001;;;;;;;;;
 08/23/2010 11:24:28.700;10.19339;36.73178;36;66051;1;515;2167.6;Disconnected;605;1;10001;-72.42;;;;;;143;-7.23;-79.65;-6.11;143;-9.78;143;-11.31;143;-13.75;143;-21.81;10001;;;;;;;;;
 08/23/2010 11:24:29.719;10.19334;36.7317;34;66051;1;515;2167.6;Disconnected;605;1;10001;-77.33;;;;;;;;;-5.68;143;-10.03;143;-10.41;143;-14.81;143;-15.7;10001;;;;;;;;;
 08/23/2010 11:24:30.720;10.19329;36.73163;32;66051;1;515;2167.6;CELL_DCH;605;1;10001;-72.42;-6.36;;;;256;143;-4.22;-78.39;-7.93;143;-8.16;143;-21.12;143;-30.61;;;10001;Attempt;;;;;;;;
 08/23/2010 11:24:31.735;10.19324;36.73156;32;66051;1;515;2167.6;CELL_DCH;605;1;10001;-77.25;-14.08;10.7;;256;256;143;-3.98;-77.2;-6.58;143;-7.09;143;-16.77;143;-24.66;;;10001;;;;;;;;;
 08/23/2010 11:24:32.737;10.1932;36.73148;33;66051;1;515;2167.6;CELL_DCH;605;1;10001;-71.58;-14.77;11.53;0;256;256;143;-3.09;-76.01;-4.13;143;-4.16;143;-25.62;;;;;10001;;;;;;;;;
 08/23/2010 11:24:33.740;10.19315;36.73141;34;66051;1;515;2167.6;CELL_DCH;605;1;10001;-73.58;-19.21;12.63;0;256;256;143;-2.52;-72.35;-2.13;143;-4.33;143;-6.23;143;-25.75;143;-25.84;10001;;;;;;;;;
 08/23/2010 11:24:34.756;10.1931;36.73133;36;66051;1;515;2167.6;CELL_DCH;605;1;10001;-69.17;-11.68;11.37;;256;256;143;-2.08;-72.75;-1.69;143;-4.41;143;-5.15;143;-25.37;143;-26.27;10001;;0;0;22.96;5.78;25.93;8.74;26.81;9.48
 08/23/2010 11:24:35.756;10.19305;36.73125;36;66051;1;515;2167.6;CELL_DCH;605;1;10001;-71.25;-12.52;12.94;0;256;256;143;-2.18;-72.55;-4.27;143;-6.72;143;-8.15;143;-26.32;143;-26.64;10001;;0;0;0;0;0.48;0.8;0.53;0.89
 08/23/2010 11:24:36.780;10.193;36.73117;35;66051;1;515;2167.6;CELL_DCH;605;1;10001;-72.08;-11.69;11.8;;256;256;143;-2.31;-73.56;-1.31;143;-3.95;143;-6.15;143;-11.69;143;-17.71;10001;;0;0;0;0;0.48;0.48;0.53;0.53
 08/23/2010 11:24:37.795;10.19295;36.73109;34;66051;1;515;2167.6;CELL_DCH;605;1;10001;-72.25;-10.89;12.82;0;256;256;143;-2.04;-72.9;-0.95;143;-3.25;143;-5.68;143;-15.2;143;-21.16;10001;;0;0;0;2.46;0.48;3.1;0.53;3.19
 08/23/2010 11:24:38.797;10.19285;36.73095;33;66051;1;515;2167.6;CELL_DCH;605;1;10001;-68.17;-12.54;13.38;;256;256;143;-1.73;-71.82;-2.99;143;-6.65;143;-7.1;143;-12.68;143;-16.82;10001;;0;0;0;0;0.96;0.96;1.06;1.06
 08/23/2010 11:24:39.817;10.1928;36.73087;32;66051;1;515;2167.6;CELL_DCH;605;1;10001;-67.33;-14.5;12.96;;256;256;143;-0.82;-67.69;-1.88;143;-3.21;143;-10.89;143;-13.33;143;-14.5;10001;;0;0;0;0;0;0;0;0
 08/23/2010 11:24:40.827;10.19276;36.7308;33;66051;1;515;2167.6;CELL_DCH;605;1;10001;-67.5;-15.05;11.89;;256;;143;-1.23;-66.93;-2.12;143;-3.48;143;-9.16;143;-17.92;143;-18.41;10001;;0;0;0;0;0.24;0.48;0.26;0.53
 08/23/2010 11:24:41.836;10.19271;36.73073;33;66051;1;515;2167.6;CELL_DCH;605;1;10001;-66.92;-15.42;11.7;;256;;143;-1.6;-67.84;-1.84;143;-2.98;143;-10.99;143;-13.64;143;-16.86;10001;;0;0;0;0;0.96;0;1.06;0
 08/23/2010 11:24:42.839;10.19266;36.73065;33;66051;1;515;2167.6;CELL_DCH;605;1;10001;-68.42;-14.38;11.68;;256;;143;-1.23;-67.69;-3.02;143;-3.5;143;-17.26;143;-18.39;143;-22.01;10001;;;;;;;;;
 08/23/2010 11:24:43.840;10.19262;36.73058;33;66051;1;515;2167.6;CELL_DCH;605;1;10001;-66;-14.46;9.75;;256;;143;-0.69;-67.77;-3.62;143;-5.69;143;-9.09;143;-17.38;143;-18.84;10001;;;;;;;;;
 08/23/2010 11:24:46.344;10.19257;36.73051;33;66051;1;515;2167.6;CELL_DCH;605;1;10001;-70.33;-13.3;12;;256;;143;-2.58;-68.37;-0.89;143;-3.47;143;-5.32;143;-13.83;143;-16.23;10001;;;;;;;;;
 08/23/2010 11:24:47.362;10.19248;36.73036;33;66051;1;515;2167.6;CELL_FACH;605;1;10001;-69.17;-11.4;8.94;0;256;256;143;-1.53;-72.49;-3.87;143;-4.57;143;-12.18;143;-32.44;;;10001;;;;;;;;;
 08/23/2010 11:24:48.362;10.19243;36.73029;33;66051;1;515;2167.6;CELL_FACH;605;1;10001;-70.5;-12;8.94;;256;256;143;-2.63;-75.64;-4.96;143;-5.01;143;-27.88;143;-29.65;143;-29.98;10001;;;;;;;;;
 08/23/2010 11:24:49.362;10.19238;36.73022;35;66051;1;515;2167.6;CELL_FACH;605;1;10001;-70.33;-12;8.94;97.62;256;64;143;-1.83;-72.56;-2.63;143;-3.34;143;-11;143;-28.34;143;-30.23;10001;;0;0;0;0;0.32;0.32;0.35;0.35
 08/23/2010 11:24:50.362;10.19233;36.73014;35;66051;1;515;2167.6;CELL_FACH;605;1;10001;-71.42;-12;8.94;;256;64;143;-1.86;-71.85;-3.19;143;-4.63;143;-8.73;143;-29.54;143;-31.69;10001;;0;0;0;0;0.32;0.32;0.35;0.35
 08/23/2010 11:24:51.363;10.19227;36.73006;35;66051;1;515;2167.6;CELL_FACH;605;1;10001;-69;-12;8.94;100;256;64;143;-1.4;-72.99;-2.88;143;-4.17;143;-8.86;143;-29.23;143;-29.87;10001;;0;0;0;0;0.32;0.32;0.35;0.35
 08/23/2010 11:24:54.031;10.19223;36.72998;35;66051;1;515;2167.6;CELL_FACH;605;1;10001;-68.75;;;;;64;143;-3.25;;-2.88;;;;;;;;;10001;;;;;;;;;
 08/23/2010 11:24:55.042;10.19207;36.72974;36;66051;1;515;2167.6;CELL_FACH;605;1;10001;-71.5;-12;;100;;64;143;-1.91;-74.2;-5.07;143;-5.11;143;-28.34;143;-29.33;;;10001;;0;0;0;0;0.32;0.32;0.35;0.35
 08/23/2010 11:24:56.042;10.19202;36.72967;36;66051;1;515;2167.6;CELL_FACH;605;1;10001;-70.17;;;;;64;143;-1.9;-73.17;-4.07;143;-4.52;143;-14.15;143;-32.44;;;10001;;;;;;;;;
 08/23/2010 11:24:57.046;10.19197;36.72959;36;66051;1;515;2167.6;CELL_FACH;605;1;10001;-69.25;-12;;97.83;;64;143;-2.05;-72.73;-3.11;143;-4;143;-10.67;143;-23.99;143;-30.48;10001;;0;0;0;0;0.32;0.32;0.35;0.35
 08/23/2010 11:24:58.063;10.19191;36.7295;37;66051;1;515;2167.6;CELL_FACH;605;1;10001;-69.42;-12;;;;64;143;-2.25;-71.89;-3.68;143;-4.31;143;-12.38;;;;;10001;;0;0;0;0;0.32;0.32;0.35;0.35
 08/23/2010 11:24:59.090;10.19186;36.72942;37;66051;1;515;2167.6;CELL_FACH;605;1;10001;-73.33;-12;;95.29;;64;143;-1.99;-74.86;-3.65;143;-4.11;143;-13.64;;;;;10001;;;;;;;;;
 08/23/2010 11:25:00.095;10.1918;36.72934;38;66051;1;515;2167.6;CELL_FACH;605;1;10001;-77.5;;;;;64;143;-2.72;-76.94;-9.07;143;-9.11;143;-29.65;;;;;10001;;;;;;;;;
 08/23/2010 11:25:01.103;10.19175;36.72925;38;66051;1;515;2167.6;CELL_FACH;605;1;10001;-77;;;100;;64;143;-2.83;-76.16;-9.59;143;-12.39;143;-12.89;143;-31.52;;;10001;;;;;;;;;
 08/23/2010 11:25:02.109;10.19169;36.72917;38;66051;1;515;2167.6;CELL_FACH;605;1;10001;-70;-12;;;;64;143;-2.82;-77.15;-3.48;143;-4.67;143;-9.73;143;-30.89;143;-33.62;10001;;0;0;0;0;0.38;0.38;0.42;0.42
 08/23/2010 11:25:03.109;10.19164;36.72908;37;66051;1;515;2167.6;CELL_FACH;605;1;10001;-72.67;-12;;100;;64;143;-2.45;-74.63;-2.96;143;-3.43;143;-13.13;143;-30.61;143;-30.89;10001;;0;0;0;0;0.48;0.48;0.53;0.53
 08/23/2010 11:25:04.109;10.19158;36.729;36;66051;1;515;2167.6;CELL_FACH;605;1;10001;-74.25;-12;;;;64;143;-2.36;-74.17;-6.21;143;-7.24;143;-13.02;143;-31.35;;;10001;;0;0;0;0;0;0;0;0
 08/23/2010 11:25:05.123;10.19153;36.72892;36;66051;1;515;2167.6;CELL_FACH;605;1;10001;-74;;;91.25;;64;;;;-6.07;143;-7.16;143;-14.72;143;-17.05;143;-28.59;10001;;0;0;0;0;0;0.48;0;0.53
 08/23/2010 11:25:06.130;10.19147;36.72884;37;66051;1;515;2167.6;CELL_FACH;605;1;10001;-74.92;-12;;;;64;143;-3.29;-77.73;-9.02;143;-11.24;143;-13.12;143;-28.34;;;10001;;0;0;0;0;0.64;0.32;0.7;0.35
 08/23/2010 11:25:07.130;10.19142;36.72876;37;66051;1;515;2167.6;CELL_FACH;605;1;10001;-73.58;-12;;86.36;;64;143;-3.48;-77.42;-7.66;143;-9.07;143;-13.37;143;-30.1;143;-32.24;10001;;0;0;0;0;0.32;0.32;0.35;0.35
 08/23/2010 11:25:08.164;10.19137;36.72868;37;66051;1;515;2167.6;CELL_FACH;605;1;10001;-75.33;-12;;;;64;143;-3.09;-78.86;-13.9;143;-17.01;143;-17.28;143;-27.96;143;-32.88;10001;;;;;;;;;
 08/23/2010 11:25:09.182;10.19131;36.7286;37;66051;1;515;2167.6;CELL_FACH;605;1;10001;-74.08;-12;;100;;64;143;-3.44;-78.05;-7.94;143;-7.99;143;-27.96;;;;;10001;;0;0;0;0;0.24;0.48;0.26;0.53
 08/23/2010 11:25:10.189;10.19125;36.72852;37;66051;1;515;2167.6;CELL_FACH;605;1;10001;-75.42;-12;;;;64;143;-3.84;-74.84;-8.32;143;-8.51;143;-23.71;143;-27.09;;;10001;;0;0;0;0;0.64;0.32;0.7;0.35
 08/23/2010 11:25:11.194;10.1912;36.72843;38;66051;1;515;2167.6;CELL_FACH;605;1;10001;-71.25;-12;;100;;64;143;-4.21;-76.12;-5.34;143;-7.25;143;-9.98;143;-27.96;143;-28.68;10001;;0;0;0;0;0.32;0.32;0.35;0.35
 08/23/2010 11:25:12.210;10.19114;36.72835;38;66051;1;515;2167.6;CELL_FACH;605;1;10001;-67.5;-12;;;;64;143;-2.03;-69.42;-4.32;143;-4.35;143;-30.89;143;-31.35;143;-31.35;10001;;0;0;0;0;0.32;0.32;0.36;0.36
 08/23/2010 11:25:13.229;10.19109;36.72826;39;66051;1;515;2167.6;CELL_FACH;605;1;10001;-66.25;-12;;88.73;;64;143;-2.01;-68.51;-4.29;143;-5.22;143;-11.5;143;-32.05;143;-33.91;10001;;0;0;0;0;0.32;0.32;0.35;0.35
